Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Ja (%),Nee (%)
 Kalmthout ,11022,nee,Betalingsmoeilijkheden,2017,0.07,0.93
 Kalmthout ,11022,nee,Betalingsmoeilijkheden,2020,0.1,0.9
 Kampenhout ,23038,nee,Betalingsmoeilijkheden,2017,0.05,0.95
 Kampenhout ,23038,nee,Betalingsmoeilijkheden,2020,0.08,0.92
 Kapellen ,11023,nee,Betalingsmoeilijkheden,2017,0.08,0.92
 Kapellen ,11023,nee,Betalingsmoeilijkheden,2020,0.09,0.91
 Kapelle-Op-Den-Bos ,23039,nee,Betalingsmoeilijkheden,2017,0.08,0.92
 Kapelle-Op-Den-Bos ,23039,nee,Betalingsmoeilijkheden,2020,0.08,0.92
 Kaprijke ,43007,nee,Betalingsmoeilijkheden,2017,0.03,0.97
 Kaprijke ,43007,nee,Betalingsmoeilijkheden,2020,0.07,0.93
 Kasterlee ,13017,nee,Betalingsmoeilijkheden,2017,0.05,0.95
 Kasterlee ,13017,nee,Betalingsmoeilijkheden,2020,0.05,0.95
 Keerbergen ,24048,nee,Betalingsmoeilijkheden,2017,0.07,0.93
 Keerbergen ,24048,nee,Betalingsmoeilijkheden,2020,0.07,0.93
 Kinrooi ,72018,nee,Betalingsmoeilijkheden,2017,0.06,0.94
 Kinrooi ,72018,nee,Betalingsmoeilijkheden,2020,0.1,0.9
 Kluisbergen ,45060,nee,Betalingsmoeilijkheden,2017,0.09,0.91
 Kluisbergen ,45060,nee,Betalingsmoeilijkheden,2020,0.09,0.91
 Knesselare ,44029,nee,Betalingsmoeilijkheden,2017,0.04,0.96
 Knokke-Heist ,31043,nee,Betalingsmoeilijkheden,2017,0.07,0.93
 Knokke-Heist ,31043,nee,Betalingsmoeilijkheden,2020,0.04,0.96
 Koekelare ,32010,nee,Betalingsmoeilijkheden,2017,0.06,0.94
 Koekelare ,32010,nee,Betalingsmoeilijkheden,2020,0.07,0.93
 Koksijde ,38014,nee,Betalingsmoeilijkheden,2017,0.06,0.94
 Koksijde ,38014,nee,Betalingsmoeilijkheden,2020,0.07,0.93
 Kontich ,11024,nee,Betalingsmoeilijkheden,2017,0.09,0.91
 Kontich ,11024,nee,Betalingsmoeilijkheden,2020,0.06,0.94
 Kortemark ,32011,nee,Betalingsmoeilijkheden,2017,0.06,0.94
 Kortemark ,32011,nee,Betalingsmoeilijkheden,2020,0.09,0.91
 Kortenaken ,24054,nee,Betalingsmoeilijkheden,2017,0.1,0.9
 Kortenaken ,24054,nee,Betalingsmoeilijkheden,2020,0.09,0.91
 Kortenberg ,24055,nee,Betalingsmoeilijkheden,2017,0.09,0.91
 Kortenberg ,24055,nee,Betalingsmoeilijkheden,2020,0.09,0.91
 Kortessem ,73040,nee,Betalingsmoeilijkheden,2017,0.06,0.94
 Kortessem ,73040,nee,Betalingsmoeilijkheden,2020,0.07,0.93
 Kortrijk ,34022,ja,Betalingsmoeilijkheden,2011,0.15,0.85
 Kortrijk ,34022,ja,Betalingsmoeilijkheden,2014,0.12,0.88
 Kortrijk ,34022,ja,Betalingsmoeilijkheden,2017,0.1,0.9
 Kortrijk ,34022,ja,Betalingsmoeilijkheden,2020,0.08,0.92
 Kraainem ,23099,nee,Betalingsmoeilijkheden,2017,0.06,0.94
 Kraainem ,23099,nee,Betalingsmoeilijkheden,2020,0.07,0.93
 Kruibeke ,46013,nee,Betalingsmoeilijkheden,2017,0.09,0.91
 Kruibeke ,46013,nee,Betalingsmoeilijkheden,2020,0.09,0.91
 Kruisem ,45068,nee,Betalingsmoeilijkheden,2020,0.08,0.92
 Kruishoutem ,45017,nee,Betalingsmoeilijkheden,2017,0.09,0.91
 Kuurne ,34023,nee,Betalingsmoeilijkheden,2017,0.04,0.96
 Kuurne ,34023,nee,Betalingsmoeilijkheden,2020,0.1,0.9
 Laakdal ,13053,nee,Betalingsmoeilijkheden,2017,0.05,0.95
 Laakdal ,13053,nee,Betalingsmoeilijkheden,2020,0.08,0.92
 Laarne ,42010,nee,Betalingsmoeilijkheden,2017,0.06,0.94
 Laarne ,42010,nee,Betalingsmoeilijkheden,2020,0.04,0.96
 Lanaken ,73042,nee,Betalingsmoeilijkheden,2017,0.09,0.91
 Lanaken ,73042,nee,Betalingsmoeilijkheden,2020,0.14,0.86
 Landen ,24059,nee,Betalingsmoeilijkheden,2017,0.14,0.86
 Landen ,24059,nee,Betalingsmoeilijkheden,2020,0.12,0.88
 Langemark-Poelkapelle ,33040,nee,Betalingsmoeilijkheden,2017,0.07,0.93
 Langemark-Poelkapelle ,33040,nee,Betalingsmoeilijkheden,2020,0.11,0.89
 Lebbeke ,42011,nee,Betalingsmoeilijkheden,2017,0.08,0.92
 Lebbeke ,42011,nee,Betalingsmoeilijkheden,2020,0.09,0.91
 Lede ,41034,nee,Betalingsmoeilijkheden,2017,0.08,0.92
 Lede ,41034,nee,Betalingsmoeilijkheden,2020,0.08,0.92
 Ledegem ,36010,nee,Betalingsmoeilijkheden,2017,0.07,0.93
 Ledegem ,36010,nee,Betalingsmoeilijkheden,2020,0.12,0.88
 Lendelede ,34025,nee,Betalingsmoeilijkheden,2017,0.07,0.93
 Lendelede ,34025,nee,Betalingsmoeilijkheden,2020,0.08,0.92
 Lennik ,23104,nee,Betalingsmoeilijkheden,2017,0.05,0.95
 Lennik ,23104,nee,Betalingsmoeilijkheden,2020,0.08,0.92
 Leopoldsburg ,71034,nee,Betalingsmoeilijkheden,2017,0.13,0.87
 Leopoldsburg ,71034,nee,Betalingsmoeilijkheden,2020,0.15,0.85
 Leuven ,24062,ja,Betalingsmoeilijkheden,2011,0.1,0.9
 Leuven ,24062,ja,Betalingsmoeilijkheden,2014,0.12,0.88
 Leuven ,24062,ja,Betalingsmoeilijkheden,2017,0.11,0.89
 Leuven ,24062,ja,Betalingsmoeilijkheden,2020,0.08,0.92
 Lichtervelde ,36011,nee,Betalingsmoeilijkheden,2017,0.06,0.94
 Lichtervelde ,36011,nee,Betalingsmoeilijkheden,2020,0.09,0.91
 Liedekerke ,23044,nee,Betalingsmoeilijkheden,2017,0.06,0.94
 Liedekerke ,23044,nee,Betalingsmoeilijkheden,2020,0.1,0.9
 Lier ,12021,nee,Betalingsmoeilijkheden,2017,0.1,0.9
 Lier ,12021,nee,Betalingsmoeilijkheden,2020,0.09,0.91
 Lierde ,45063,nee,Betalingsmoeilijkheden,2017,0.04,0.96
 Lierde ,45063,nee,Betalingsmoeilijkheden,2020,0.1,0.9
 Lievegem ,44085,nee,Betalingsmoeilijkheden,2020,0.1,0.9
 Lille ,13019,nee,Betalingsmoeilijkheden,2017,0.07,0.93
 Lille ,13019,nee,Betalingsmoeilijkheden,2020,0.08,0.92
 Linkebeek ,23100,nee,Betalingsmoeilijkheden,2017,0.09,0.91
 Linkebeek ,23100,nee,Betalingsmoeilijkheden,2020,0.14,0.86
 Lint ,11025,nee,Betalingsmoeilijkheden,2017,0.05,0.95
 Lint ,11025,nee,Betalingsmoeilijkheden,2020,0.07,0.93
 Linter ,24133,nee,Betalingsmoeilijkheden,2017,0.09,0.91
 Linter ,24133,nee,Betalingsmoeilijkheden,2020,0.09,0.91
 Lochristi ,44034,nee,Betalingsmoeilijkheden,2017,0.06,0.94
 Lochristi ,44034,nee,Betalingsmoeilijkheden,2020,0.07,0.93
 Lokeren ,46014,nee,Betalingsmoeilijkheden,2017,0.07,0.93
 Lokeren ,46014,nee,Betalingsmoeilijkheden,2020,0.08,0.92
 Lommel ,72020,nee,Betalingsmoeilijkheden,2017,0.08,0.92
 Lommel ,72020,nee,Betalingsmoeilijkheden,2020,0.08,0.92
 Londerzeel ,23045,nee,Betalingsmoeilijkheden,2017,0.06,0.94
 Londerzeel ,23045,nee,Betalingsmoeilijkheden,2020,0.07,0.93
