Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Oneens (%),Neutraal (%),Eens (%)
 Bertem ,24009,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.56,0.26,0.18
 Bever ,23009,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.75,0.16,0.08
 Beveren ,46003,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.39,0.25,0.36
 Bierbeek ,24011,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.44,0.26,0.3
 Bilzen ,73006,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.51,0.25,0.24
 Blankenberge ,31004,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.39,0.26,0.36
 Bocholt ,72003,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.36,0.31,0.33
 Boechout ,11004,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.14,0.2,0.66
 Bonheiden ,12005,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.24,0.25,0.51
 Boom ,11005,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.47,0.28,0.26
 Boortmeerbeek ,24014,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.52,0.25,0.23
 Borgloon ,73009,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.64,0.15,0.21
 Bornem ,12007,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.27,0.28,0.45
 Borsbeek ,11007,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.51,0.25,0.23
 Boutersem ,24016,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.71,0.19,0.11
 Brakel ,45059,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.56,0.25,0.19
 Brasschaat ,11008,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.24,0.22,0.54
 Brecht ,11009,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.25,0.28,0.48
 Bredene ,35002,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.29,0.31,0.4
 Bree ,72004,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.29,0.26,0.45
 Brugge ,31005,ja,Voldoende fietsenstallingen in de gemeente/buurt,2014,0.37,0.24,0.4
 Brugge ,31005,ja,Voldoende fietsenstallingen in de gemeente/buurt,2017,0.38,0.21,0.41
 Brugge ,31005,ja,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.43,0.22,0.36
 Buggenhout ,42004,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.35,0.29,0.35
 Damme ,31006,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.45,0.26,0.29
 De Haan ,35029,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.39,0.25,0.36
 De Panne ,38008,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.38,0.24,0.38
 De Pinte ,44012,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.23,0.22,0.55
 Deerlijk ,34009,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.47,0.29,0.24
 Deinze ,44083,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.29,0.23,0.48
 Denderleeuw ,41011,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.48,0.26,0.26
 Dendermonde ,42006,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.51,0.24,0.25
 Dentergem ,37002,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.56,0.24,0.2
 Dessel ,13006,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.29,0.29,0.42
 Destelbergen ,44013,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.49,0.3,0.2
 Diepenbeek ,71011,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.36,0.31,0.33
 Diest ,24020,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.48,0.29,0.24
 Diksmuide ,32003,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.44,0.27,0.3
 Dilbeek ,23016,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.48,0.32,0.2
 Dilsen-Stokkem ,72041,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.35,0.31,0.34
 Drogenbos ,23098,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.28,0.31,0.4
 Duffel ,12009,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.25,0.27,0.48
 Edegem ,11013,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.39,0.22,0.39
 Eeklo ,43005,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.37,0.3,0.33
 Erpe-Mere ,41082,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.59,0.22,0.19
 Essen ,11016,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.38,0.27,0.34
 Evergem ,44019,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.47,0.23,0.3
 Galmaarden ,23023,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.67,0.22,0.11
 Gavere ,44020,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.51,0.32,0.17
 Geel ,13008,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.38,0.33,0.29
 Geetbets ,24028,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.53,0.27,0.2
 Genk ,71016,ja,Voldoende fietsenstallingen in de gemeente/buurt,2014,0.35,0.27,0.38
 Genk ,71016,ja,Voldoende fietsenstallingen in de gemeente/buurt,2017,0.4,0.27,0.34
 Genk ,71016,ja,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.4,0.27,0.33
 Gent ,44021,ja,Voldoende fietsenstallingen in de gemeente/buurt,2014,0.49,0.23,0.29
 Gent ,44021,ja,Voldoende fietsenstallingen in de gemeente/buurt,2017,0.46,0.2,0.34
 Gent ,44021,ja,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.47,0.18,0.36
 Geraardsbergen ,41018,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.64,0.2,0.17
 Gingelom ,71017,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.7,0.19,0.11
 Gistel ,35005,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.44,0.31,0.26
 Glabbeek ,24137,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.47,0.29,0.24
 Gooik ,23024,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.53,0.24,0.23
 Grimbergen ,23025,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.58,0.21,0.21
 Grobbendonk ,13010,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.39,0.28,0.33
 Haacht ,24033,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.46,0.28,0.26
 Haaltert ,41024,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.62,0.24,0.15
 Halen ,71020,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.58,0.25,0.17
 Halle ,23027,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.47,0.21,0.32
 Ham ,71069,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.22,0.28,0.5
 Hamme ,42008,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.53,0.27,0.2
 Hamont-Achel ,72037,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.32,0.3,0.38
 Harelbeke ,34013,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.39,0.28,0.34
 Hasselt ,71022,ja,Voldoende fietsenstallingen in de gemeente/buurt,2014,0.34,0.25,0.41
 Hasselt ,71022,ja,Voldoende fietsenstallingen in de gemeente/buurt,2017,0.38,0.26,0.36
 Hasselt ,71022,ja,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.45,0.24,0.32
 Hechtel-Eksel,72038,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.23,0.33,0.43
 Heers ,73022,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.45,0.3,0.24
 Heist-Op-Den-Berg ,12014,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.48,0.25,0.27
 Hemiksem ,11018,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.52,0.26,0.22
 Herent ,24038,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.49,0.25,0.25
 Herentals ,13011,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.37,0.25,0.37
 Herenthout ,13012,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.35,0.26,0.39
 Herk-De-Stad ,71024,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.34,0.3,0.36
 Herne ,23032,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.52,0.3,0.19
 Herselt ,13013,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.45,0.32,0.23
 Herzele ,41027,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.43,0.31,0.27
 Heusden-Zolder ,71070,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.41,0.31,0.29
 Heuvelland ,33039,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.54,0.25,0.21
 Hoegaarden ,24041,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.66,0.2,0.14
 Hoeilaart ,23033,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.39,0.29,0.32
 Hoeselt ,73032,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.54,0.27,0.19
 Holsbeek ,24043,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.46,0.28,0.25
 Hooglede ,36006,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.41,0.34,0.25
 Hoogstraten ,13014,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.43,0.26,0.32
 Horebeke ,45062,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.73,0.19,0.08
 Houthalen-Helchteren ,72039,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.47,0.26,0.27
 Houthulst ,32006,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.43,0.31,0.27
 Hove ,11021,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.3,0.23,0.48
 Huldenberg ,24045,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.59,0.21,0.2
 Hulshout ,13016,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.4,0.33,0.27
 Ichtegem ,35006,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.45,0.27,0.29
 Ieper ,33011,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.49,0.23,0.28
 Ingelmunster ,36007,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.26,0.26,0.48
 Izegem ,36008,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.33,0.3,0.37
 Jabbeke ,31012,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.54,0.27,0.19
 Kalmthout ,11022,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.14,0.23,0.64
 Kampenhout ,23038,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.39,0.31,0.3
 Kapellen ,11023,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.33,0.26,0.41
 Kapelle-Op-Den-Bos ,23039,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.47,0.29,0.24
 Kaprijke ,43007,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.38,0.37,0.26
 Kasterlee ,13017,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.27,0.29,0.44
 Keerbergen ,24048,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.43,0.31,0.26
 Kinrooi ,72018,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.31,0.31,0.38
 Kluisbergen ,45060,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.49,0.3,0.21
 Knokke-Heist ,31043,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.26,0.22,0.52
 Koekelare ,32010,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.36,0.27,0.37
 Koksijde ,38014,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.24,0.23,0.53
 Kontich ,11024,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.48,0.23,0.28
 Kortemark ,32011,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.37,0.33,0.31
 Kortenaken ,24054,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.41,0.29,0.3
 Kortenberg ,24055,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.49,0.28,0.23
 Kortessem ,73040,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.58,0.26,0.16
 Kortrijk ,34022,ja,Voldoende fietsenstallingen in de gemeente/buurt,2014,0.45,0.26,0.29
 Kortrijk ,34022,ja,Voldoende fietsenstallingen in de gemeente/buurt,2017,0.42,0.25,0.34
 Kortrijk ,34022,ja,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.43,0.25,0.32
 Kraainem ,23099,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.47,0.25,0.27
 Kruibeke ,46013,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.59,0.19,0.22
 Kruisem ,45068,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.48,0.27,0.25
 Kuurne ,34023,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.35,0.27,0.38
 Laakdal ,13053,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.45,0.27,0.29
 Laarne ,42010,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.35,0.34,0.3
 Lanaken ,73042,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.49,0.28,0.23
 Landen ,24059,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.67,0.21,0.12
 Langemark-Poelkapelle ,33040,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.5,0.27,0.23
 Lebbeke ,42011,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.49,0.26,0.25
 Lede ,41034,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.45,0.3,0.25
 Ledegem ,36010,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.48,0.28,0.24
 Lendelede ,34025,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.35,0.24,0.4
 Lennik ,23104,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.63,0.23,0.15
 Leopoldsburg ,71034,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.4,0.25,0.35
 Leuven ,24062,ja,Voldoende fietsenstallingen in de gemeente/buurt,2014,0.5,0.19,0.32
 Leuven ,24062,ja,Voldoende fietsenstallingen in de gemeente/buurt,2017,0.44,0.21,0.35
 Leuven ,24062,ja,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.43,0.19,0.37
 Lichtervelde ,36011,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.18,0.21,0.61
 Liedekerke ,23044,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.38,0.22,0.4
 Lier ,12021,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.29,0.26,0.45
 Lierde ,45063,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.37,0.31,0.31
 Lievegem ,44085,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.38,0.26,0.35
 Lille ,13019,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.39,0.24,0.37
 Linkebeek ,23100,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.56,0.24,0.19
 Lint ,11025,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.27,0.29,0.44
 Linter ,24133,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.64,0.21,0.15
 Lochristi ,44034,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.41,0.26,0.33
 Lokeren ,46014,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.45,0.29,0.26
 Lommel ,72020,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.23,0.23,0.54
 Londerzeel ,23045,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.43,0.3,0.26
 Lo-Reninge ,32030,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.36,0.32,0.32
 Lubbeek ,24066,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.66,0.19,0.15
 Lummen ,71037,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.46,0.31,0.24
 Maarkedal ,45064,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.46,0.26,0.29
 Maaseik ,72021,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.45,0.26,0.28
 Maasmechelen ,73107,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.5,0.3,0.2
 Machelen ,23047,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.52,0.23,0.25
 Maldegem ,43010,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.35,0.26,0.39
 Malle ,11057,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.28,0.33,0.39
 Mechelen ,12025,ja,Voldoende fietsenstallingen in de gemeente/buurt,2014,0.52,0.25,0.23
 Mechelen ,12025,ja,Voldoende fietsenstallingen in de gemeente/buurt,2017,0.46,0.24,0.3
 Mechelen ,12025,ja,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.52,0.23,0.26
 Meerhout ,13021,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.54,0.27,0.19
 Meise ,23050,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.44,0.24,0.33
 Melle ,44040,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.43,0.23,0.34
 Menen ,34027,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.53,0.27,0.2
 Merchtem ,23052,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.5,0.27,0.23
 Merelbeke ,44043,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.46,0.22,0.32
 Merksplas ,13023,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.36,0.26,0.39
 Mesen ,33016,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.47,0.3,0.23
 Meulebeke ,37007,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.4,0.35,0.25
 Middelkerke ,35011,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.45,0.27,0.28
 Moerbeke ,44045,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.42,0.32,0.26
 Mol ,13025,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.34,0.27,0.38
 Moorslede ,36012,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.46,0.28,0.26
 Mortsel ,11029,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.31,0.2,0.49
 Nazareth ,44048,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.23,0.27,0.5
 Niel ,11030,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.48,0.31,0.22
 Nieuwerkerken ,71045,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.51,0.3,0.19
 Nieuwpoort ,38016,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.37,0.25,0.38
 Nijlen ,12026,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.35,0.28,0.37
 Ninove ,41048,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.54,0.28,0.18
 Olen ,13029,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.28,0.29,0.43
 Oostende ,35013,ja,Voldoende fietsenstallingen in de gemeente/buurt,2014,0.41,0.25,0.34
 Oostende ,35013,ja,Voldoende fietsenstallingen in de gemeente/buurt,2017,0.49,0.23,0.28
 Oostende ,35013,ja,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.5,0.23,0.26
 Oosterzele ,44052,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.53,0.21,0.26
 Oostkamp ,31022,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.31,0.28,0.41
 Oostrozebeke ,37010,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.46,0.29,0.26
 Opwijk ,23060,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.35,0.25,0.41
 Oudenaarde ,45035,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.51,0.26,0.23
 Oudenburg ,35014,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.48,0.25,0.27
 Oud-Heverlee ,24086,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.5,0.26,0.24
 Oudsbergen ,72042,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.28,0.28,0.45
 Oud-Turnhout ,13031,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.28,0.29,0.43
 Overijse ,23062,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.52,0.24,0.24
 Peer ,72030,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.19,0.31,0.49
 Pelt ,72043,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.33,0.28,0.39
 Pepingen ,23064,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.59,0.26,0.15
 Pittem ,37011,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.48,0.25,0.27
 Poperinge ,33021,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.29,0.3,0.41
 Putte ,12029,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.4,0.27,0.33
 Puurs-Sint-Amands ,12041,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.37,0.29,0.34
 Ranst ,11035,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.49,0.29,0.23
 Ravels ,13035,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.28,0.31,0.41
 Retie ,13036,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.21,0.3,0.49
 Riemst ,73066,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.51,0.25,0.24
 Rijkevorsel ,13037,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.26,0.28,0.46
 Roeselare ,36015,ja,Voldoende fietsenstallingen in de gemeente/buurt,2014,0.49,0.26,0.24
 Roeselare ,36015,ja,Voldoende fietsenstallingen in de gemeente/buurt,2017,0.44,0.24,0.31
 Roeselare ,36015,ja,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.47,0.24,0.29
 Ronse ,45041,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.5,0.28,0.21
 Roosdaal ,23097,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.68,0.2,0.13
 Rotselaar ,24094,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.33,0.33,0.35
 Ruiselede ,37012,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.44,0.35,0.22
 Rumst ,11037,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.47,0.28,0.25
 Schelle ,11038,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.29,0.29,0.42
 Scherpenheuvel-Zichem ,24134,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.51,0.27,0.22
 Schilde ,11039,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.37,0.26,0.37
 Schoten ,11040,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.31,0.28,0.41
 Sint-Genesius-Rode ,23101,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.51,0.24,0.25
 Sint-Gillis-Waas ,46020,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.45,0.29,0.26
 Sint-Katelijne-Waver ,12035,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.36,0.3,0.34
 Sint-Laureins ,43014,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.54,0.26,0.2
 Sint-Lievens-Houtem ,41063,nee,Voldoende fietsenstallingen in de gemeente/buurt,2020,0.48,0.26,0.26
