Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Oneens (%),Neutraal (%),Eens (%)
 Geel ,13008,nee,Uitstraling van straten en pleinen,2020,0.19,0.28,0.53
 Geetbets ,24028,nee,Uitstraling van straten en pleinen,2020,0.25,0.27,0.48
 Genk ,71016,ja,Uitstraling van straten en pleinen,2008,0.11,0.15,0.74
 Genk ,71016,ja,Uitstraling van straten en pleinen,2011,0.11,0.17,0.72
 Genk ,71016,ja,Uitstraling van straten en pleinen,2014,0.11,0.15,0.74
 Genk ,71016,ja,Uitstraling van straten en pleinen,2017,0.1,0.16,0.74
 Genk ,71016,ja,Uitstraling van straten en pleinen,2020,0.13,0.21,0.66
 Gent ,44021,ja,Uitstraling van straten en pleinen,2008,0.12,0.15,0.73
 Gent ,44021,ja,Uitstraling van straten en pleinen,2011,0.09,0.19,0.72
 Gent ,44021,ja,Uitstraling van straten en pleinen,2014,0.13,0.17,0.7
 Gent ,44021,ja,Uitstraling van straten en pleinen,2017,0.12,0.19,0.69
 Gent ,44021,ja,Uitstraling van straten en pleinen,2020,0.23,0.21,0.55
 Geraardsbergen ,41018,nee,Uitstraling van straten en pleinen,2020,0.35,0.22,0.43
 Gingelom ,71017,nee,Uitstraling van straten en pleinen,2020,0.12,0.22,0.66
 Gistel ,35005,nee,Uitstraling van straten en pleinen,2020,0.16,0.27,0.57
 Glabbeek ,24137,nee,Uitstraling van straten en pleinen,2020,0.18,0.26,0.56
 Gooik ,23024,nee,Uitstraling van straten en pleinen,2020,0.19,0.23,0.58
 Grimbergen ,23025,nee,Uitstraling van straten en pleinen,2020,0.26,0.24,0.5
 Grobbendonk ,13010,nee,Uitstraling van straten en pleinen,2020,0.12,0.27,0.6
 Haacht ,24033,nee,Uitstraling van straten en pleinen,2020,0.23,0.32,0.45
 Haaltert ,41024,nee,Uitstraling van straten en pleinen,2020,0.27,0.26,0.47
 Halen ,71020,nee,Uitstraling van straten en pleinen,2020,0.38,0.25,0.37
 Halle ,23027,nee,Uitstraling van straten en pleinen,2020,0.27,0.3,0.43
 Ham ,71069,nee,Uitstraling van straten en pleinen,2020,0.1,0.19,0.71
 Hamme ,42008,nee,Uitstraling van straten en pleinen,2020,0.38,0.31,0.32
 Hamont-Achel ,72037,nee,Uitstraling van straten en pleinen,2020,0.15,0.24,0.61
 Harelbeke ,34013,nee,Uitstraling van straten en pleinen,2020,0.2,0.33,0.47
 Hasselt ,71022,ja,Uitstraling van straten en pleinen,2008,0.04,0.09,0.88
 Hasselt ,71022,ja,Uitstraling van straten en pleinen,2011,0.03,0.11,0.86
 Hasselt ,71022,ja,Uitstraling van straten en pleinen,2014,0.08,0.13,0.79
 Hasselt ,71022,ja,Uitstraling van straten en pleinen,2017,0.1,0.16,0.75
 Hasselt ,71022,ja,Uitstraling van straten en pleinen,2020,0.14,0.19,0.67
 Hechtel-Eksel ,72038,nee,Uitstraling van straten en pleinen,2020,0.1,0.2,0.7
 Heers ,73022,nee,Uitstraling van straten en pleinen,2020,0.14,0.2,0.66
 Heist-Op-Den-Berg ,12014,nee,Uitstraling van straten en pleinen,2020,0.22,0.26,0.52
 Hemiksem ,11018,nee,Uitstraling van straten en pleinen,2020,0.13,0.28,0.6
 Herent ,24038,nee,Uitstraling van straten en pleinen,2020,0.22,0.27,0.51
 Herentals ,13011,nee,Uitstraling van straten en pleinen,2020,0.24,0.28,0.48
 Herenthout ,13012,nee,Uitstraling van straten en pleinen,2020,0.2,0.3,0.51
 Herk-De-Stad ,71024,nee,Uitstraling van straten en pleinen,2020,0.1,0.22,0.68
 Herne ,23032,nee,Uitstraling van straten en pleinen,2020,0.21,0.26,0.53
 Herselt ,13013,nee,Uitstraling van straten en pleinen,2020,0.14,0.31,0.55
 Herzele ,41027,nee,Uitstraling van straten en pleinen,2020,0.2,0.28,0.52
 Heusden-Zolder ,71070,nee,Uitstraling van straten en pleinen,2020,0.18,0.26,0.56
 Heuvelland ,33039,nee,Uitstraling van straten en pleinen,2020,0.13,0.21,0.66
 Hoegaarden ,24041,nee,Uitstraling van straten en pleinen,2020,0.28,0.25,0.47
 Hoeilaart ,23033,nee,Uitstraling van straten en pleinen,2020,0.15,0.21,0.64
 Hoeselt ,73032,nee,Uitstraling van straten en pleinen,2020,0.27,0.29,0.44
 Holsbeek ,24043,nee,Uitstraling van straten en pleinen,2020,0.19,0.3,0.51
 Hooglede ,36006,nee,Uitstraling van straten en pleinen,2020,0.09,0.23,0.68
 Hoogstraten ,13014,nee,Uitstraling van straten en pleinen,2020,0.17,0.23,0.61
 Horebeke ,45062,nee,Uitstraling van straten en pleinen,2020,0.3,0.21,0.49
 Houthalen-Helchteren ,72039,nee,Uitstraling van straten en pleinen,2020,0.3,0.29,0.41
 Houthulst ,32006,nee,Uitstraling van straten en pleinen,2020,0.23,0.2,0.57
 Hove ,11021,nee,Uitstraling van straten en pleinen,2020,0.16,0.21,0.64
 Huldenberg ,24045,nee,Uitstraling van straten en pleinen,2020,0.32,0.25,0.44
 Hulshout ,13016,nee,Uitstraling van straten en pleinen,2020,0.15,0.28,0.57
 Ichtegem ,35006,nee,Uitstraling van straten en pleinen,2020,0.2,0.22,0.58
 Ieper ,33011,nee,Uitstraling van straten en pleinen,2020,0.22,0.27,0.51
 Ingelmunster ,36007,nee,Uitstraling van straten en pleinen,2020,0.11,0.24,0.65
 Izegem ,36008,nee,Uitstraling van straten en pleinen,2020,0.22,0.29,0.49
 Jabbeke ,31012,nee,Uitstraling van straten en pleinen,2020,0.26,0.27,0.46
 Kalmthout ,11022,nee,Uitstraling van straten en pleinen,2020,0.07,0.16,0.77
 Kampenhout ,23038,nee,Uitstraling van straten en pleinen,2020,0.13,0.26,0.62
 Kapellen ,11023,nee,Uitstraling van straten en pleinen,2020,0.11,0.22,0.68
 Kapelle-Op-Den-Bos ,23039,nee,Uitstraling van straten en pleinen,2020,0.37,0.32,0.31
 Kaprijke ,43007,nee,Uitstraling van straten en pleinen,2020,0.14,0.25,0.61
 Kasterlee ,13017,nee,Uitstraling van straten en pleinen,2020,0.18,0.23,0.59
 Keerbergen ,24048,nee,Uitstraling van straten en pleinen,2020,0.16,0.23,0.61
 Kinrooi ,72018,nee,Uitstraling van straten en pleinen,2020,0.15,0.23,0.62
 Kluisbergen ,45060,nee,Uitstraling van straten en pleinen,2020,0.11,0.2,0.69
 Knokke-Heist ,31043,nee,Uitstraling van straten en pleinen,2020,0.07,0.13,0.8
 Koekelare ,32010,nee,Uitstraling van straten en pleinen,2020,0.1,0.18,0.73
 Koksijde ,38014,nee,Uitstraling van straten en pleinen,2020,0.09,0.12,0.79
 Kontich ,11024,nee,Uitstraling van straten en pleinen,2020,0.29,0.28,0.43
 Kortemark ,32011,nee,Uitstraling van straten en pleinen,2020,0.26,0.31,0.43
 Kortenaken ,24054,nee,Uitstraling van straten en pleinen,2020,0.25,0.23,0.52
 Kortenberg ,24055,nee,Uitstraling van straten en pleinen,2020,0.21,0.23,0.56
 Kortessem ,73040,nee,Uitstraling van straten en pleinen,2020,0.24,0.25,0.51
 Kortrijk ,34022,ja,Uitstraling van straten en pleinen,2008,0.14,0.21,0.66
 Kortrijk ,34022,ja,Uitstraling van straten en pleinen,2011,0.08,0.18,0.74
 Kortrijk ,34022,ja,Uitstraling van straten en pleinen,2014,0.12,0.2,0.68
 Kortrijk ,34022,ja,Uitstraling van straten en pleinen,2017,0.09,0.19,0.73
 Kortrijk ,34022,ja,Uitstraling van straten en pleinen,2020,0.17,0.2,0.64
 Kraainem ,23099,nee,Uitstraling van straten en pleinen,2020,0.21,0.19,0.6
 Kruibeke ,46013,nee,Uitstraling van straten en pleinen,2020,0.36,0.27,0.37
 Kruisem ,45068,nee,Uitstraling van straten en pleinen,2020,0.15,0.24,0.61
 Kuurne ,34023,nee,Uitstraling van straten en pleinen,2020,0.12,0.28,0.6
 Laakdal ,13053,nee,Uitstraling van straten en pleinen,2020,0.17,0.25,0.58
 Laarne ,42010,nee,Uitstraling van straten en pleinen,2020,0.13,0.21,0.66
 Lanaken ,73042,nee,Uitstraling van straten en pleinen,2020,0.16,0.3,0.53
 Landen ,24059,nee,Uitstraling van straten en pleinen,2020,0.23,0.28,0.49
 Langemark-Poelkapelle ,33040,nee,Uitstraling van straten en pleinen,2020,0.16,0.2,0.64
 Lebbeke ,42011,nee,Uitstraling van straten en pleinen,2020,0.31,0.31,0.38
 Lede ,41034,nee,Uitstraling van straten en pleinen,2020,0.26,0.24,0.5
 Ledegem ,36010,nee,Uitstraling van straten en pleinen,2020,0.18,0.26,0.56
 Lendelede ,34025,nee,Uitstraling van straten en pleinen,2020,0.11,0.23,0.66
 Lennik ,23104,nee,Uitstraling van straten en pleinen,2020,0.33,0.27,0.4
 Leopoldsburg ,71034,nee,Uitstraling van straten en pleinen,2020,0.24,0.27,0.49
 Leuven ,24062,ja,Uitstraling van straten en pleinen,2008,0.06,0.11,0.83
 Leuven ,24062,ja,Uitstraling van straten en pleinen,2011,0.07,0.14,0.79
 Leuven ,24062,ja,Uitstraling van straten en pleinen,2014,0.1,0.14,0.76
 Leuven ,24062,ja,Uitstraling van straten en pleinen,2017,0.09,0.18,0.73
 Leuven ,24062,ja,Uitstraling van straten en pleinen,2020,0.15,0.15,0.7
 Lichtervelde ,36011,nee,Uitstraling van straten en pleinen,2020,0.08,0.24,0.68
 Liedekerke ,23044,nee,Uitstraling van straten en pleinen,2020,0.28,0.26,0.46
 Lier ,12021,nee,Uitstraling van straten en pleinen,2020,0.26,0.27,0.47
 Lierde ,45063,nee,Uitstraling van straten en pleinen,2020,0.12,0.21,0.67
 Lievegem ,44085,nee,Uitstraling van straten en pleinen,2020,0.16,0.24,0.6
 Lille ,13019,nee,Uitstraling van straten en pleinen,2020,0.13,0.28,0.59
 Linkebeek ,23100,nee,Uitstraling van straten en pleinen,2020,0.28,0.32,0.4
 Lint ,11025,nee,Uitstraling van straten en pleinen,2020,0.11,0.24,0.65
 Linter ,24133,nee,Uitstraling van straten en pleinen,2020,0.17,0.25,0.57
 Lochristi ,44034,nee,Uitstraling van straten en pleinen,2020,0.13,0.21,0.67
 Lokeren ,46014,nee,Uitstraling van straten en pleinen,2020,0.21,0.31,0.48
 Lommel ,72020,nee,Uitstraling van straten en pleinen,2020,0.12,0.19,0.69
 Londerzeel ,23045,nee,Uitstraling van straten en pleinen,2020,0.28,0.23,0.48
 Lo-Reninge ,32030,nee,Uitstraling van straten en pleinen,2020,0.17,0.19,0.63
 Lubbeek ,24066,nee,Uitstraling van straten en pleinen,2020,0.32,0.26,0.42
 Lummen ,71037,nee,Uitstraling van straten en pleinen,2020,0.16,0.26,0.58
 Maarkedal ,45064,nee,Uitstraling van straten en pleinen,2020,0.13,0.2,0.67
 Maaseik ,72021,nee,Uitstraling van straten en pleinen,2020,0.21,0.3,0.49
 Maasmechelen ,73107,nee,Uitstraling van straten en pleinen,2020,0.23,0.32,0.45
 Machelen ,23047,nee,Uitstraling van straten en pleinen,2020,0.2,0.21,0.59
 Maldegem ,43010,nee,Uitstraling van straten en pleinen,2020,0.19,0.29,0.52
 Malle ,11057,nee,Uitstraling van straten en pleinen,2020,0.11,0.22,0.67
 Mechelen ,12025,ja,Uitstraling van straten en pleinen,2008,0.11,0.17,0.71
 Mechelen ,12025,ja,Uitstraling van straten en pleinen,2011,0.1,0.2,0.7
 Mechelen ,12025,ja,Uitstraling van straten en pleinen,2014,0.1,0.13,0.77
 Mechelen ,12025,ja,Uitstraling van straten en pleinen,2017,0.07,0.1,0.83
 Mechelen ,12025,ja,Uitstraling van straten en pleinen,2020,0.19,0.22,0.6
 Meerhout ,13021,nee,Uitstraling van straten en pleinen,2020,0.23,0.29,0.48
 Meise ,23050,nee,Uitstraling van straten en pleinen,2020,0.26,0.25,0.49
 Melle ,44040,nee,Uitstraling van straten en pleinen,2020,0.18,0.26,0.56
 Menen ,34027,nee,Uitstraling van straten en pleinen,2020,0.25,0.35,0.4
 Merchtem ,23052,nee,Uitstraling van straten en pleinen,2020,0.22,0.27,0.51
 Merelbeke ,44043,nee,Uitstraling van straten en pleinen,2020,0.19,0.17,0.64
 Merksplas ,13023,nee,Uitstraling van straten en pleinen,2020,0.07,0.12,0.81
 Mesen ,33016,nee,Uitstraling van straten en pleinen,2020,0.05,0.18,0.77
 Meulebeke ,37007,nee,Uitstraling van straten en pleinen,2020,0.14,0.28,0.57
 Middelkerke ,35011,nee,Uitstraling van straten en pleinen,2020,0.14,0.21,0.65
 Moerbeke ,44045,nee,Uitstraling van straten en pleinen,2020,0.4,0.27,0.34
 Mol ,13025,nee,Uitstraling van straten en pleinen,2020,0.21,0.3,0.49
 Moorslede ,36012,nee,Uitstraling van straten en pleinen,2020,0.21,0.25,0.54
 Mortsel ,11029,nee,Uitstraling van straten en pleinen,2020,0.21,0.22,0.57
 Nazareth ,44048,nee,Uitstraling van straten en pleinen,2020,0.14,0.24,0.63
 Niel ,11030,nee,Uitstraling van straten en pleinen,2020,0.24,0.29,0.48
 Nieuwerkerken ,71045,nee,Uitstraling van straten en pleinen,2020,0.11,0.19,0.7
 Nieuwpoort ,38016,nee,Uitstraling van straten en pleinen,2020,0.15,0.21,0.64
 Nijlen ,12026,nee,Uitstraling van straten en pleinen,2020,0.14,0.26,0.6
 Ninove ,41048,nee,Uitstraling van straten en pleinen,2020,0.35,0.27,0.38
 Olen ,13029,nee,Uitstraling van straten en pleinen,2020,0.09,0.24,0.67
 Oostende ,35013,ja,Uitstraling van straten en pleinen,2008,0.06,0.13,0.81
 Oostende ,35013,ja,Uitstraling van straten en pleinen,2011,0.08,0.17,0.75
 Oostende ,35013,ja,Uitstraling van straten en pleinen,2014,0.06,0.15,0.78
 Oostende ,35013,ja,Uitstraling van straten en pleinen,2017,0.12,0.17,0.71
 Oostende ,35013,ja,Uitstraling van straten en pleinen,2020,0.15,0.19,0.65
 Oosterzele ,44052,nee,Uitstraling van straten en pleinen,2020,0.2,0.25,0.54
 Oostkamp ,31022,nee,Uitstraling van straten en pleinen,2020,0.08,0.16,0.75
 Oostrozebeke ,37010,nee,Uitstraling van straten en pleinen,2020,0.21,0.34,0.45
 Opwijk ,23060,nee,Uitstraling van straten en pleinen,2020,0.15,0.26,0.59
 Oudenaarde ,45035,nee,Uitstraling van straten en pleinen,2020,0.25,0.24,0.51
 Oudenburg ,35014,nee,Uitstraling van straten en pleinen,2020,0.21,0.26,0.53
 Oud-Heverlee ,24086,nee,Uitstraling van straten en pleinen,2020,0.37,0.29,0.34
 Oudsbergen ,72042,nee,Uitstraling van straten en pleinen,2020,0.11,0.18,0.71
 Oud-Turnhout ,13031,nee,Uitstraling van straten en pleinen,2020,0.09,0.17,0.74
 Overijse ,23062,nee,Uitstraling van straten en pleinen,2020,0.2,0.2,0.59
 Peer ,72030,nee,Uitstraling van straten en pleinen,2020,0.14,0.26,0.6
 Pelt ,72043,nee,Uitstraling van straten en pleinen,2020,0.14,0.26,0.6
 Pepingen ,23064,nee,Uitstraling van straten en pleinen,2020,0.25,0.21,0.54
 Pittem ,37011,nee,Uitstraling van straten en pleinen,2020,0.2,0.28,0.53
 Poperinge ,33021,nee,Uitstraling van straten en pleinen,2020,0.15,0.25,0.59
 Putte ,12029,nee,Uitstraling van straten en pleinen,2020,0.16,0.24,0.59
 Puurs-Sint-Amands ,12041,nee,Uitstraling van straten en pleinen,2020,0.15,0.24,0.61
 Ranst ,11035,nee,Uitstraling van straten en pleinen,2020,0.2,0.32,0.48
 Ravels ,13035,nee,Uitstraling van straten en pleinen,2020,0.1,0.24,0.65
 Retie ,13036,nee,Uitstraling van straten en pleinen,2020,0.12,0.19,0.69
 Riemst ,73066,nee,Uitstraling van straten en pleinen,2020,0.14,0.17,0.68
 Rijkevorsel ,13037,nee,Uitstraling van straten en pleinen,2020,0.09,0.21,0.7
 Roeselare ,36015,ja,Uitstraling van straten en pleinen,2008,0.09,0.15,0.76
 Roeselare ,36015,ja,Uitstraling van straten en pleinen,2011,0.09,0.23,0.68
 Roeselare ,36015,ja,Uitstraling van straten en pleinen,2014,0.16,0.24,0.61
 Roeselare ,36015,ja,Uitstraling van straten en pleinen,2017,0.09,0.17,0.73
 Roeselare ,36015,ja,Uitstraling van straten en pleinen,2020,0.13,0.19,0.68
 Ronse ,45041,nee,Uitstraling van straten en pleinen,2020,0.16,0.25,0.59
 Roosdaal ,23097,nee,Uitstraling van straten en pleinen,2020,0.31,0.29,0.4
 Rotselaar ,24094,nee,Uitstraling van straten en pleinen,2020,0.24,0.3,0.46
 Ruiselede ,37012,nee,Uitstraling van straten en pleinen,2020,0.12,0.23,0.66
 Rumst ,11037,nee,Uitstraling van straten en pleinen,2020,0.19,0.24,0.57
 Schelle ,11038,nee,Uitstraling van straten en pleinen,2020,0.16,0.21,0.64
 Scherpenheuvel-Zichem ,24134,nee,Uitstraling van straten en pleinen,2020,0.2,0.26,0.54
 Schilde ,11039,nee,Uitstraling van straten en pleinen,2020,0.17,0.23,0.6
 Schoten ,11040,nee,Uitstraling van straten en pleinen,2020,0.15,0.22,0.63
 Sint-Genesius-Rode ,23101,nee,Uitstraling van straten en pleinen,2020,0.17,0.18,0.65
 Sint-Gillis-Waas ,46020,nee,Uitstraling van straten en pleinen,2020,0.28,0.31,0.42
 Sint-Katelijne-Waver ,12035,nee,Uitstraling van straten en pleinen,2020,0.18,0.24,0.59
 Sint-Laureins ,43014,nee,Uitstraling van straten en pleinen,2020,0.26,0.2,0.54
 Sint-Lievens-Houtem ,41063,nee,Uitstraling van straten en pleinen,2020,0.17,0.2,0.63
 Sint-Martens-Latem ,44064,nee,Uitstraling van straten en pleinen,2020,0.12,0.18,0.7
 Sint-Niklaas ,46021,ja,Uitstraling van straten en pleinen,2008,0.11,0.2,0.68
 Sint-Niklaas ,46021,ja,Uitstraling van straten en pleinen,2011,0.16,0.23,0.61
 Sint-Niklaas ,46021,ja,Uitstraling van straten en pleinen,2014,0.17,0.23,0.6
 Sint-Niklaas ,46021,ja,Uitstraling van straten en pleinen,2017,0.2,0.26,0.54
 Sint-Niklaas ,46021,ja,Uitstraling van straten en pleinen,2020,0.2,0.25,0.55
 Sint-Pieters-Leeuw ,23077,nee,Uitstraling van straten en pleinen,2020,0.17,0.31,0.52
 Sint-Truiden ,71053,nee,Uitstraling van straten en pleinen,2020,0.21,0.27,0.52
 Spiere-Helkijn ,34043,nee,Uitstraling van straten en pleinen,2020,0.17,0.22,0.61
 Stabroek ,11044,nee,Uitstraling van straten en pleinen,2020,0.26,0.3,0.44
 Staden ,36019,nee,Uitstraling van straten en pleinen,2020,0.18,0.24,0.58
 Steenokkerzeel ,23081,nee,Uitstraling van straten en pleinen,2020,0.1,0.2,0.7
 Stekene ,46024,nee,Uitstraling van straten en pleinen,2020,0.14,0.24,0.62
 Temse ,46025,nee,Uitstraling van straten en pleinen,2020,0.31,0.3,0.4
 Ternat ,23086,nee,Uitstraling van straten en pleinen,2020,0.25,0.23,0.52
 Tervuren ,24104,nee,Uitstraling van straten en pleinen,2020,0.1,0.18,0.72
 Tessenderlo ,71057,nee,Uitstraling van straten en pleinen,2020,0.11,0.23,0.66
 Tielt ,37015,nee,Uitstraling van straten en pleinen,2020,0.29,0.27,0.44
 Tielt-Winge ,24135,nee,Uitstraling van straten en pleinen,2020,0.34,0.27,0.39
 Tienen ,24107,nee,Uitstraling van straten en pleinen,2020,0.5,0.25,0.24
 Tongeren ,73083,nee,Uitstraling van straten en pleinen,2020,0.25,0.3,0.46
 Torhout ,31033,nee,Uitstraling van straten en pleinen,2020,0.2,0.3,0.5
 Tremelo ,24109,nee,Uitstraling van straten en pleinen,2020,0.18,0.28,0.55
 Turnhout ,13040,ja,Uitstraling van straten en pleinen,2008,0.23,0.29,0.49
 Turnhout ,13040,ja,Uitstraling van straten en pleinen,2011,0.31,0.35,0.34
 Turnhout ,13040,ja,Uitstraling van straten en pleinen,2014,0.24,0.27,0.49
 Turnhout ,13040,ja,Uitstraling van straten en pleinen,2017,0.24,0.31,0.45
 Turnhout ,13040,ja,Uitstraling van straten en pleinen,2020,0.27,0.26,0.47
 Veurne ,38025,nee,Uitstraling van straten en pleinen,2020,0.24,0.27,0.48
 Vilvoorde ,23088,nee,Uitstraling van straten en pleinen,2020,0.26,0.25,0.49
 Vleteren ,33041,nee,Uitstraling van straten en pleinen,2020,0.15,0.22,0.63
