Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Ontevreden (%),Neutraal (%),Tevreden (%)
 Beersel ,23003,nee,Tevredenheid over de woning,2017,0.07,0.04,0.89
 Beersel ,23003,nee,Tevredenheid over de woning,2020,0.06,0.04,0.9
 Begijnendijk ,24007,nee,Tevredenheid over de woning,2017,0.05,0.03,0.92
 Begijnendijk ,24007,nee,Tevredenheid over de woning,2020,0.02,0.05,0.93
 Bekkevoort ,24008,nee,Tevredenheid over de woning,2017,0.03,0.06,0.91
 Bekkevoort ,24008,nee,Tevredenheid over de woning,2020,0.04,0.05,0.91
 Beringen ,71004,nee,Tevredenheid over de woning,2017,0.05,0.04,0.91
 Beringen ,71004,nee,Tevredenheid over de woning,2020,0.04,0.1,0.86
 Berlaar ,12002,nee,Tevredenheid over de woning,2017,0.02,0.04,0.94
 Berlaar ,12002,nee,Tevredenheid over de woning,2020,0.04,0.05,0.91
 Berlare ,42003,nee,Tevredenheid over de woning,2017,0.06,0.05,0.9
 Berlare ,42003,nee,Tevredenheid over de woning,2020,0.08,0.07,0.84
 Bertem ,24009,nee,Tevredenheid over de woning,2017,0.02,0.04,0.93
 Bertem ,24009,nee,Tevredenheid over de woning,2020,0.06,0.06,0.88
 Bever ,23009,nee,Tevredenheid over de woning,2017,0.01,0.05,0.94
 Bever ,23009,nee,Tevredenheid over de woning,2020,0.04,0.04,0.93
 Beveren ,46003,nee,Tevredenheid over de woning,2017,0.04,0.04,0.92
 Beveren ,46003,nee,Tevredenheid over de woning,2020,0.05,0.05,0.9
 Bierbeek ,24011,nee,Tevredenheid over de woning,2017,0.02,0.04,0.94
 Bierbeek ,24011,nee,Tevredenheid over de woning,2020,0.04,0.05,0.91
 Bilzen ,73006,nee,Tevredenheid over de woning,2017,0.05,0.05,0.9
 Bilzen ,73006,nee,Tevredenheid over de woning,2020,0.04,0.07,0.89
 Blankenberge ,31004,nee,Tevredenheid over de woning,2017,0.07,0.07,0.86
 Blankenberge ,31004,nee,Tevredenheid over de woning,2020,0.06,0.09,0.85
 Bocholt ,72003,nee,Tevredenheid over de woning,2017,0.05,0.05,0.9
 Bocholt ,72003,nee,Tevredenheid over de woning,2020,0.04,0.06,0.89
 Boechout ,11004,nee,Tevredenheid over de woning,2017,0.03,0.03,0.94
 Boechout ,11004,nee,Tevredenheid over de woning,2020,0.05,0.05,0.9
 Bonheiden ,12005,nee,Tevredenheid over de woning,2017,0.02,0.05,0.93
 Bonheiden ,12005,nee,Tevredenheid over de woning,2020,0.03,0.03,0.94
 Boom ,11005,nee,Tevredenheid over de woning,2017,0.05,0.11,0.84
 Boom ,11005,nee,Tevredenheid over de woning,2020,0.06,0.11,0.82
 Boortmeerbeek ,24014,nee,Tevredenheid over de woning,2017,0.04,0.04,0.92
 Boortmeerbeek ,24014,nee,Tevredenheid over de woning,2020,0.02,0.05,0.93
 Borgloon ,73009,nee,Tevredenheid over de woning,2017,0.03,0.04,0.92
 Borgloon ,73009,nee,Tevredenheid over de woning,2020,0.02,0.06,0.92
 Bornem ,12007,nee,Tevredenheid over de woning,2017,0.05,0.07,0.88
 Bornem ,12007,nee,Tevredenheid over de woning,2020,0.05,0.04,0.91
 Borsbeek ,11007,nee,Tevredenheid over de woning,2017,0.05,0.09,0.87
 Borsbeek ,11007,nee,Tevredenheid over de woning,2020,0.05,0.08,0.87
 Boutersem ,24016,nee,Tevredenheid over de woning,2017,0.03,0.05,0.92
 Boutersem ,24016,nee,Tevredenheid over de woning,2020,0.04,0.08,0.88
 Brakel ,45059,nee,Tevredenheid over de woning,2017,0.04,0.08,0.88
 Brakel ,45059,nee,Tevredenheid over de woning,2020,0.03,0.07,0.91
 Brasschaat ,11008,nee,Tevredenheid over de woning,2017,0.03,0.05,0.92
 Brasschaat ,11008,nee,Tevredenheid over de woning,2020,0.06,0.07,0.87
 Brecht ,11009,nee,Tevredenheid over de woning,2017,0.03,0.05,0.92
 Brecht ,11009,nee,Tevredenheid over de woning,2020,0.03,0.04,0.93
 Bredene ,35002,nee,Tevredenheid over de woning,2017,0.04,0.04,0.92
 Bredene ,35002,nee,Tevredenheid over de woning,2020,0.05,0.05,0.9
 Bree ,72004,nee,Tevredenheid over de woning,2017,0.05,0.05,0.9
 Bree ,72004,nee,Tevredenheid over de woning,2020,0.05,0.04,0.91
 Brugge ,31005,ja,Tevredenheid over de woning,2011,0.08,0.06,0.85
 Brugge ,31005,ja,Tevredenheid over de woning,2014,0.06,0.08,0.86
 Brugge ,31005,ja,Tevredenheid over de woning,2017,0.05,0.07,0.88
 Brugge ,31005,ja,Tevredenheid over de woning,2020,0.04,0.06,0.9
 Buggenhout ,42004,nee,Tevredenheid over de woning,2017,0.05,0.07,0.88
 Buggenhout ,42004,nee,Tevredenheid over de woning,2020,0.05,0.04,0.91
 Damme ,31006,nee,Tevredenheid over de woning,2017,0.05,0.04,0.92
 Damme ,31006,nee,Tevredenheid over de woning,2020,0.04,0.02,0.94
 De Haan ,35029,nee,Tevredenheid over de woning,2017,0.05,0.04,0.92
 De Haan ,35029,nee,Tevredenheid over de woning,2020,0.05,0.06,0.89
 De Panne ,38008,nee,Tevredenheid over de woning,2017,0.04,0.11,0.85
 De Panne ,38008,nee,Tevredenheid over de woning,2020,0.04,0.08,0.88
 De Pinte ,44012,nee,Tevredenheid over de woning,2017,0.02,0.03,0.96
 De Pinte ,44012,nee,Tevredenheid over de woning,2020,0.01,0.04,0.95
 Deerlijk ,34009,nee,Tevredenheid over de woning,2017,0.04,0.07,0.89
 Deerlijk ,34009,nee,Tevredenheid over de woning,2020,0.03,0.06,0.91
 Deinze ,44011,nee,Tevredenheid over de woning,2017,0.04,0.04,0.93
 Deinze ,44083,nee,Tevredenheid over de woning,2020,0.02,0.04,0.93
 Denderleeuw ,41011,nee,Tevredenheid over de woning,2017,0.05,0.07,0.89
 Denderleeuw ,41011,nee,Tevredenheid over de woning,2020,0.08,0.09,0.83
 Dendermonde ,42006,nee,Tevredenheid over de woning,2017,0.06,0.05,0.88
 Dendermonde ,42006,nee,Tevredenheid over de woning,2020,0.05,0.06,0.89
 Dentergem ,37002,nee,Tevredenheid over de woning,2017,0.03,0.04,0.94
 Dentergem ,37002,nee,Tevredenheid over de woning,2020,0.03,0.03,0.95
 Dessel ,13006,nee,Tevredenheid over de woning,2017,0.05,0.04,0.91
 Dessel ,13006,nee,Tevredenheid over de woning,2020,0.02,0.04,0.94
 Destelbergen ,44013,nee,Tevredenheid over de woning,2017,0.02,0.05,0.93
 Destelbergen ,44013,nee,Tevredenheid over de woning,2020,0.03,0.03,0.94
 Diepenbeek ,71011,nee,Tevredenheid over de woning,2017,0.05,0.02,0.94
 Diepenbeek ,71011,nee,Tevredenheid over de woning,2020,0.04,0.06,0.9
 Diest ,24020,nee,Tevredenheid over de woning,2017,0.05,0.06,0.9
 Diest ,24020,nee,Tevredenheid over de woning,2020,0.04,0.06,0.91
 Diksmuide ,32003,nee,Tevredenheid over de woning,2017,0.05,0.04,0.91
 Diksmuide ,32003,nee,Tevredenheid over de woning,2020,0.04,0.04,0.91
 Dilbeek ,23016,nee,Tevredenheid over de woning,2017,0.04,0.05,0.91
 Dilbeek ,23016,nee,Tevredenheid over de woning,2020,0.04,0.08,0.88
 Dilsen-Stokkem ,72041,nee,Tevredenheid over de woning,2017,0.04,0.06,0.9
 Dilsen-Stokkem ,72041,nee,Tevredenheid over de woning,2020,0.02,0.07,0.91
 Drogenbos ,23098,nee,Tevredenheid over de woning,2017,0.06,0.05,0.9
 Drogenbos ,23098,nee,Tevredenheid over de woning,2020,0.03,0.13,0.84
 Duffel ,12009,nee,Tevredenheid over de woning,2017,0.03,0.06,0.91
 Duffel ,12009,nee,Tevredenheid over de woning,2020,0.03,0.08,0.89
 Edegem ,11013,nee,Tevredenheid over de woning,2017,0.05,0.05,0.9
 Edegem ,11013,nee,Tevredenheid over de woning,2020,0.04,0.05,0.92
 Eeklo ,43005,nee,Tevredenheid over de woning,2017,0.06,0.07,0.88
 Eeklo ,43005,nee,Tevredenheid over de woning,2020,0.04,0.09,0.86
 Erpe-Mere ,41082,nee,Tevredenheid over de woning,2017,0.05,0.04,0.9
 Erpe-Mere ,41082,nee,Tevredenheid over de woning,2020,0.06,0.03,0.91
 Essen ,11016,nee,Tevredenheid over de woning,2017,0.04,0.06,0.9
 Essen ,11016,nee,Tevredenheid over de woning,2020,0.04,0.07,0.89
 Evergem ,44019,nee,Tevredenheid over de woning,2017,0.04,0.04,0.92
 Evergem ,44019,nee,Tevredenheid over de woning,2020,0.03,0.03,0.94
 Galmaarden ,23023,nee,Tevredenheid over de woning,2017,0.04,0.05,0.91
 Galmaarden ,23023,nee,Tevredenheid over de woning,2020,0.02,0.05,0.93
 Gavere ,44020,nee,Tevredenheid over de woning,2017,0.03,0.04,0.93
 Gavere ,44020,nee,Tevredenheid over de woning,2020,0.04,0.06,0.9
 Geel ,13008,nee,Tevredenheid over de woning,2017,0.04,0.06,0.9
 Geel ,13008,nee,Tevredenheid over de woning,2020,0.04,0.08,0.89
 Geetbets ,24028,nee,Tevredenheid over de woning,2017,0.04,0.03,0.93
 Geetbets ,24028,nee,Tevredenheid over de woning,2020,0.05,0.05,0.9
 Genk ,71016,ja,Tevredenheid over de woning,2011,0.07,0.08,0.85
 Genk ,71016,ja,Tevredenheid over de woning,2014,0.06,0.09,0.84
 Genk ,71016,ja,Tevredenheid over de woning,2017,0.08,0.08,0.84
 Genk ,71016,ja,Tevredenheid over de woning,2020,0.06,0.08,0.86
 Gent ,44021,ja,Tevredenheid over de woning,2011,0.09,0.1,0.81
 Gent ,44021,ja,Tevredenheid over de woning,2014,0.06,0.1,0.84
 Gent ,44021,ja,Tevredenheid over de woning,2017,0.09,0.09,0.82
 Gent ,44021,ja,Tevredenheid over de woning,2020,0.07,0.09,0.84
 Geraardsbergen ,41018,nee,Tevredenheid over de woning,2017,0.05,0.05,0.9
 Geraardsbergen ,41018,nee,Tevredenheid over de woning,2020,0.06,0.08,0.86
 Gingelom ,71017,nee,Tevredenheid over de woning,2017,0.01,0.08,0.91
 Gingelom ,71017,nee,Tevredenheid over de woning,2020,0.05,0.04,0.91
 Gistel ,35005,nee,Tevredenheid over de woning,2017,0.03,0.07,0.9
 Gistel ,35005,nee,Tevredenheid over de woning,2020,0.07,0.06,0.87
 Glabbeek ,24137,nee,Tevredenheid over de woning,2017,0.03,0.03,0.93
 Glabbeek ,24137,nee,Tevredenheid over de woning,2020,0.02,0.02,0.96
 Gooik ,23024,nee,Tevredenheid over de woning,2017,0.03,0.05,0.93
 Gooik ,23024,nee,Tevredenheid over de woning,2020,0.03,0.04,0.93
 Grimbergen ,23025,nee,Tevredenheid over de woning,2017,0.05,0.05,0.9
 Grimbergen ,23025,nee,Tevredenheid over de woning,2020,0.05,0.1,0.86
 Grobbendonk ,13010,nee,Tevredenheid over de woning,2017,0.05,0.05,0.9
 Grobbendonk ,13010,nee,Tevredenheid over de woning,2020,0.06,0.05,0.89
 Haacht ,24033,nee,Tevredenheid over de woning,2017,0.03,0.04,0.93
 Haacht ,24033,nee,Tevredenheid over de woning,2020,0.04,0.05,0.91
 Haaltert ,41024,nee,Tevredenheid over de woning,2017,0.05,0.06,0.89
 Haaltert ,41024,nee,Tevredenheid over de woning,2020,0.05,0.08,0.88
 Halen ,71020,nee,Tevredenheid over de woning,2017,0.03,0.06,0.91
 Halen ,71020,nee,Tevredenheid over de woning,2020,0.05,0.05,0.89
 Halle ,23027,nee,Tevredenheid over de woning,2017,0.11,0.07,0.82
 Halle ,23027,nee,Tevredenheid over de woning,2020,0.08,0.09,0.83
 Ham ,71069,nee,Tevredenheid over de woning,2017,0.04,0.06,0.9
 Ham ,71069,nee,Tevredenheid over de woning,2020,0.04,0.07,0.89
 Hamme ,42008,nee,Tevredenheid over de woning,2017,0.05,0.09,0.86
 Hamme ,42008,nee,Tevredenheid over de woning,2020,0.06,0.07,0.87
 Hamont-Achel ,72037,nee,Tevredenheid over de woning,2017,0.03,0.06,0.92
 Hamont-Achel ,72037,nee,Tevredenheid over de woning,2020,0.04,0.06,0.9
 Harelbeke ,34013,nee,Tevredenheid over de woning,2017,0.02,0.04,0.94
 Harelbeke ,34013,nee,Tevredenheid over de woning,2020,0.06,0.05,0.89
 Hasselt ,71022,ja,Tevredenheid over de woning,2011,0.05,0.07,0.88
 Hasselt ,71022,ja,Tevredenheid over de woning,2014,0.08,0.05,0.87
 Hasselt ,71022,ja,Tevredenheid over de woning,2017,0.05,0.07,0.88
 Hasselt ,71022,ja,Tevredenheid over de woning,2020,0.06,0.06,0.88
 Hechtel-Eksel ,72038,nee,Tevredenheid over de woning,2017,0.03,0.04,0.93
 Hechtel-Eksel ,72038,nee,Tevredenheid over de woning,2020,0.03,0.04,0.93
 Heers ,73022,nee,Tevredenheid over de woning,2017,0.02,0.05,0.93
 Heers ,73022,nee,Tevredenheid over de woning,2020,0.04,0.05,0.91
 Heist-Op-Den-Berg ,12014,nee,Tevredenheid over de woning,2017,0.04,0.06,0.9
 Heist-Op-Den-Berg ,12014,nee,Tevredenheid over de woning,2020,0.04,0.04,0.92
 Hemiksem ,11018,nee,Tevredenheid over de woning,2017,0.05,0.05,0.89
 Hemiksem ,11018,nee,Tevredenheid over de woning,2020,0.05,0.07,0.88
 Herent ,24038,nee,Tevredenheid over de woning,2017,0.03,0.06,0.91
 Herent ,24038,nee,Tevredenheid over de woning,2020,0.03,0.05,0.92
 Herentals ,13011,nee,Tevredenheid over de woning,2017,0.05,0.06,0.9
 Herentals ,13011,nee,Tevredenheid over de woning,2020,0.05,0.07,0.88
 Herenthout ,13012,nee,Tevredenheid over de woning,2017,0.04,0.07,0.89
 Herenthout ,13012,nee,Tevredenheid over de woning,2020,0.03,0.06,0.91
 Herk-De-Stad ,71024,nee,Tevredenheid over de woning,2017,0.03,0.04,0.92
 Herk-De-Stad ,71024,nee,Tevredenheid over de woning,2020,0.05,0.02,0.93
 Herne ,23032,nee,Tevredenheid over de woning,2017,0.02,0.04,0.94
 Herne ,23032,nee,Tevredenheid over de woning,2020,0.02,0.05,0.93
 Herselt ,13013,nee,Tevredenheid over de woning,2017,0.06,0.05,0.88
 Herselt ,13013,nee,Tevredenheid over de woning,2020,0.03,0.06,0.9
 Herzele ,41027,nee,Tevredenheid over de woning,2017,0.05,0.05,0.9
 Herzele ,41027,nee,Tevredenheid over de woning,2020,0.06,0.04,0.9
 Heusden-Zolder ,71070,nee,Tevredenheid over de woning,2017,0.05,0.05,0.9
 Heusden-Zolder ,71070,nee,Tevredenheid over de woning,2020,0.04,0.07,0.89
 Heuvelland ,33039,nee,Tevredenheid over de woning,2017,0.03,0.04,0.93
 Heuvelland ,33039,nee,Tevredenheid over de woning,2020,0.04,0.07,0.89
 Hoegaarden ,24041,nee,Tevredenheid over de woning,2017,0.05,0.06,0.9
 Hoegaarden ,24041,nee,Tevredenheid over de woning,2020,0.06,0.04,0.9
 Hoeilaart ,23033,nee,Tevredenheid over de woning,2017,0.04,0.06,0.9
 Hoeilaart ,23033,nee,Tevredenheid over de woning,2020,0.05,0.05,0.9
 Hoeselt ,73032,nee,Tevredenheid over de woning,2017,0.06,0.04,0.9
 Hoeselt ,73032,nee,Tevredenheid over de woning,2020,0.05,0.04,0.92
 Holsbeek ,24043,nee,Tevredenheid over de woning,2017,0.04,0.04,0.92
 Holsbeek ,24043,nee,Tevredenheid over de woning,2020,0.03,0.04,0.93
 Hooglede ,36006,nee,Tevredenheid over de woning,2017,0.04,0.05,0.91
 Hooglede ,36006,nee,Tevredenheid over de woning,2020,0.02,0.04,0.94
 Hoogstraten ,13014,nee,Tevredenheid over de woning,2017,0.05,0.08,0.86
 Hoogstraten ,13014,nee,Tevredenheid over de woning,2020,0.03,0.04,0.93
 Horebeke ,45062,nee,Tevredenheid over de woning,2017,0.03,0.03,0.94
 Horebeke ,45062,nee,Tevredenheid over de woning,2020,0.03,0.04,0.93
 Houthalen-Helchteren ,72039,nee,Tevredenheid over de woning,2017,0.05,0.06,0.89
 Houthalen-Helchteren ,72039,nee,Tevredenheid over de woning,2020,0.07,0.04,0.89
 Houthulst ,32006,nee,Tevredenheid over de woning,2017,0.06,0.03,0.91
 Houthulst ,32006,nee,Tevredenheid over de woning,2020,0.03,0.05,0.92
 Hove ,11021,nee,Tevredenheid over de woning,2017,0.04,0.03,0.93
 Hove ,11021,nee,Tevredenheid over de woning,2020,0.05,0.05,0.9
 Huldenberg ,24045,nee,Tevredenheid over de woning,2017,0.04,0.03,0.93
 Huldenberg ,24045,nee,Tevredenheid over de woning,2020,0.06,0.05,0.89
 Hulshout ,13016,nee,Tevredenheid over de woning,2017,0.05,0.06,0.89
 Hulshout ,13016,nee,Tevredenheid over de woning,2020,0.07,0.05,0.87
 Ichtegem ,35006,nee,Tevredenheid over de woning,2017,0.02,0.06,0.91
 Ichtegem ,35006,nee,Tevredenheid over de woning,2020,0.04,0.07,0.89
 Ieper ,33011,nee,Tevredenheid over de woning,2017,0.04,0.04,0.92
 Ieper ,33011,nee,Tevredenheid over de woning,2020,0.06,0.08,0.86
 Ingelmunster ,36007,nee,Tevredenheid over de woning,2017,0.03,0.05,0.92
 Ingelmunster ,36007,nee,Tevredenheid over de woning,2020,0.04,0.05,0.9
 Izegem ,36008,nee,Tevredenheid over de woning,2017,0.04,0.03,0.93
 Izegem ,36008,nee,Tevredenheid over de woning,2020,0.03,0.08,0.88
 Jabbeke ,31012,nee,Tevredenheid over de woning,2017,0.04,0.03,0.93
 Jabbeke ,31012,nee,Tevredenheid over de woning,2020,0.04,0.03,0.93
 Kalmthout ,11022,nee,Tevredenheid over de woning,2017,0.06,0.04,0.9
 Kalmthout ,11022,nee,Tevredenheid over de woning,2020,0.04,0.04,0.92
 Kampenhout ,23038,nee,Tevredenheid over de woning,2017,0.05,0.04,0.91
 Kampenhout ,23038,nee,Tevredenheid over de woning,2020,0.06,0.06,0.88
 Kapellen ,11023,nee,Tevredenheid over de woning,2017,0.03,0.05,0.92
 Kapellen ,11023,nee,Tevredenheid over de woning,2020,0.03,0.05,0.91
 Kapelle-Op-Den-Bos ,23039,nee,Tevredenheid over de woning,2017,0.04,0.03,0.93
 Kapelle-Op-Den-Bos ,23039,nee,Tevredenheid over de woning,2020,0.06,0.05,0.89
 Kaprijke ,43007,nee,Tevredenheid over de woning,2017,0.04,0.05,0.91
 Kaprijke ,43007,nee,Tevredenheid over de woning,2020,0.01,0.06,0.93
 Kasterlee ,13017,nee,Tevredenheid over de woning,2017,0.03,0.05,0.92
 Kasterlee ,13017,nee,Tevredenheid over de woning,2020,0.04,0.04,0.91
 Keerbergen ,24048,nee,Tevredenheid over de woning,2017,0.03,0.04,0.93
 Keerbergen ,24048,nee,Tevredenheid over de woning,2020,0.02,0.04,0.94
 Kinrooi ,72018,nee,Tevredenheid over de woning,2017,0.02,0.04,0.94
 Kinrooi ,72018,nee,Tevredenheid over de woning,2020,0.02,0.04,0.94
 Kluisbergen ,45060,nee,Tevredenheid over de woning,2017,0.06,0.06,0.87
 Kluisbergen ,45060,nee,Tevredenheid over de woning,2020,0.02,0.06,0.92
 Knesselare ,44029,nee,Tevredenheid over de woning,2017,0.04,0.04,0.91
 Knokke-Heist ,31043,nee,Tevredenheid over de woning,2017,0.05,0.05,0.9
 Knokke-Heist ,31043,nee,Tevredenheid over de woning,2020,0.03,0.05,0.92
 Koekelare ,32010,nee,Tevredenheid over de woning,2017,0.04,0.06,0.9
 Koekelare ,32010,nee,Tevredenheid over de woning,2020,0.03,0.05,0.92
 Koksijde ,38014,nee,Tevredenheid over de woning,2017,0.03,0.05,0.92
 Koksijde ,38014,nee,Tevredenheid over de woning,2020,0.05,0.04,0.91
 Kontich ,11024,nee,Tevredenheid over de woning,2017,0.06,0.06,0.89
 Kontich ,11024,nee,Tevredenheid over de woning,2020,0.04,0.06,0.91
 Kortemark ,32011,nee,Tevredenheid over de woning,2017,0.04,0.06,0.9
 Kortemark ,32011,nee,Tevredenheid over de woning,2020,0.05,0.04,0.9
 Kortenaken ,24054,nee,Tevredenheid over de woning,2017,0.03,0.06,0.91
 Kortenaken ,24054,nee,Tevredenheid over de woning,2020,0.03,0.05,0.93
 Kortenberg ,24055,nee,Tevredenheid over de woning,2017,0.03,0.07,0.9
 Kortenberg ,24055,nee,Tevredenheid over de woning,2020,0.04,0.04,0.93
 Kortessem ,73040,nee,Tevredenheid over de woning,2017,0.04,0.07,0.89
 Kortessem ,73040,nee,Tevredenheid over de woning,2020,0.05,0.03,0.92
 Kortrijk ,34022,ja,Tevredenheid over de woning,2011,0.06,0.06,0.88
 Kortrijk ,34022,ja,Tevredenheid over de woning,2014,0.07,0.08,0.85
 Kortrijk ,34022,ja,Tevredenheid over de woning,2017,0.07,0.08,0.85
 Kortrijk ,34022,ja,Tevredenheid over de woning,2020,0.06,0.07,0.87
 Kraainem ,23099,nee,Tevredenheid over de woning,2017,0.03,0.04,0.92
 Kraainem ,23099,nee,Tevredenheid over de woning,2020,0.03,0.07,0.89
 Kruibeke ,46013,nee,Tevredenheid over de woning,2017,0.03,0.06,0.91
 Kruibeke ,46013,nee,Tevredenheid over de woning,2020,0.04,0.05,0.91
 Kruisem ,45068,nee,Tevredenheid over de woning,2020,0.03,0.05,0.92
 Kruishoutem ,45017,nee,Tevredenheid over de woning,2017,0.04,0.03,0.93
 Kuurne ,34023,nee,Tevredenheid over de woning,2017,0.05,0.02,0.93
 Kuurne ,34023,nee,Tevredenheid over de woning,2020,0.04,0.06,0.91
 Laakdal ,13053,nee,Tevredenheid over de woning,2017,0.05,0.05,0.9
 Laakdal ,13053,nee,Tevredenheid over de woning,2020,0.04,0.05,0.91
 Laarne ,42010,nee,Tevredenheid over de woning,2017,0.04,0.04,0.93
 Laarne ,42010,nee,Tevredenheid over de woning,2020,0.05,0.04,0.9
 Lanaken ,73042,nee,Tevredenheid over de woning,2017,0.03,0.06,0.91
 Lanaken ,73042,nee,Tevredenheid over de woning,2020,0.05,0.07,0.88
 Landen ,24059,nee,Tevredenheid over de woning,2017,0.05,0.07,0.88
 Landen ,24059,nee,Tevredenheid over de woning,2020,0.05,0.09,0.86
 Langemark-Poelkapelle ,33040,nee,Tevredenheid over de woning,2017,0.03,0.04,0.92
 Langemark-Poelkapelle ,33040,nee,Tevredenheid over de woning,2020,0.03,0.08,0.89
 Lebbeke ,42011,nee,Tevredenheid over de woning,2017,0.03,0.08,0.89
 Lebbeke ,42011,nee,Tevredenheid over de woning,2020,0.05,0.06,0.89
 Lede ,41034,nee,Tevredenheid over de woning,2017,0.03,0.05,0.92
 Lede ,41034,nee,Tevredenheid over de woning,2020,0.03,0.04,0.93
 Ledegem ,36010,nee,Tevredenheid over de woning,2017,0.04,0.04,0.92
 Ledegem ,36010,nee,Tevredenheid over de woning,2020,0.02,0.05,0.92
 Lendelede ,34025,nee,Tevredenheid over de woning,2017,0.04,0.03,0.93
 Lendelede ,34025,nee,Tevredenheid over de woning,2020,0.02,0.05,0.93
 Lennik ,23104,nee,Tevredenheid over de woning,2017,0.05,0.03,0.92
 Lennik ,23104,nee,Tevredenheid over de woning,2020,0.03,0.05,0.92
 Leopoldsburg ,71034,nee,Tevredenheid over de woning,2017,0.06,0.09,0.85
 Leopoldsburg ,71034,nee,Tevredenheid over de woning,2020,0.05,0.06,0.9
 Leuven ,24062,ja,Tevredenheid over de woning,2011,0.06,0.1,0.84
 Leuven ,24062,ja,Tevredenheid over de woning,2014,0.08,0.09,0.83
 Leuven ,24062,ja,Tevredenheid over de woning,2017,0.06,0.09,0.85
 Leuven ,24062,ja,Tevredenheid over de woning,2020,0.05,0.08,0.87
 Lichtervelde ,36011,nee,Tevredenheid over de woning,2017,0.03,0.06,0.91
 Lichtervelde ,36011,nee,Tevredenheid over de woning,2020,0.03,0.05,0.92
 Liedekerke ,23044,nee,Tevredenheid over de woning,2017,0.07,0.05,0.88
 Liedekerke ,23044,nee,Tevredenheid over de woning,2020,0.03,0.07,0.9
 Lier ,12021,nee,Tevredenheid over de woning,2017,0.06,0.09,0.86
 Lier ,12021,nee,Tevredenheid over de woning,2020,0.07,0.06,0.87
 Lierde ,45063,nee,Tevredenheid over de woning,2017,0.03,0.05,0.92
