Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal personen met een (equivalent) leefloon naar herkomst,"Aantal inwoners naar herkomst 
(KSZ-cijfers)",Procent
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2011,EU13                                              ,1914,73536,0.0260281
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2011,Europa niet-EU                                    ,8116,86645,0.0936696
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,23950,576347,0.0415548
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2011,Turkije en Maghreb                                ,4804,282387,0.0170121
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2011,West- en Noord-EU15,1700,315428,0.0053895
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2011,Zuid-EU15,577,111302,0.00518409
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2012,Andere landen                                     ,11785,224616,0.0524673
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2012,België,12001,5230000,0.00229465
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2012,EU,3635,520416,0.0069848
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2012,EU13                                              ,1524,84594,0.0180155
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2012,Europa niet-EU                                    ,7599,92825,0.0818637
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,23889,612682,0.0389909
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2012,Turkije en Maghreb                                ,4505,295241,0.0152587
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2012,West- en Noord-EU15,1596,320907,0.0049734
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2012,Zuid-EU15,515,114915,0.00448157
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2013,Andere landen                                     ,11796,240973,0.0489515
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2013,België,11578,5213940,0.00222058
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2013,EU,3065,539639,0.00567972
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2013,EU13                                              ,1087,95010,0.0114409
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2013,Europa niet-EU                                    ,6011,94439,0.0636496
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,21998,642374,0.0342448
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2013,Turkije en Maghreb                                ,4191,306962,0.0136532
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2013,West- en Noord-EU15,1501,325344,0.00461358
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2013,Zuid-EU15,477,119285,0.00399883
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2014,Andere landen                                     ,12057,253844,0.0474977
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2014,België,11836,5196310,0.00227777
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2014,EU,3219,557858,0.00577029
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2014,EU13                                              ,1154,104565,0.0110362
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2014,Europa niet-EU                                    ,4899,94783,0.0516865
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,21087,666013,0.0316615
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2014,Turkije en Maghreb                                ,4131,317386,0.0130157
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2014,West- en Noord-EU15,1551,329846,0.00470219
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2014,Zuid-EU15,514,123447,0.00416373
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2015,Andere landen                                     ,12501,266232,0.0469553
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2015,België,11827,5181100,0.00228272
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2015,EU,3438,577909,0.00594903
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2015,EU13                                              ,1241,115615,0.0107339
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2015,Europa niet-EU                                    ,4241,96348,0.0440175
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,20993,690643,0.0303963
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2015,Turkije en Maghreb                                ,4251,328063,0.0129579
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2015,West- en Noord-EU15,1633,334391,0.0048835
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2015,Zuid-EU15,564,127903,0.00440959
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen                                     ,14495,291345,0.049752
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2016,België,12648,5161100,0.00245064
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2016,EU,3805,597923,0.0063637
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2016,EU13                                              ,1360,126396,0.0107598
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2016,Europa niet-EU                                    ,4000,99431,0.0402289
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,23195,730492,0.0317526
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2016,Turkije en Maghreb                                ,4700,339716,0.0138351
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2016,West- en Noord-EU15,1822,339562,0.00536574
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2016,Zuid-EU15,623,131965,0.00472095
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen                                     ,18827,310015,0.0607293
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2017,België,12665,5141890,0.0024631
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2017,EU,3954,615895,0.00641993
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2017,EU13                                              ,1428,136479,0.0104631
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2017,Europa niet-EU                                    ,3797,100628,0.037733
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,27388,762121,0.0359366
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2017,Turkije en Maghreb                                ,4764,351478,0.0135542
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2017,West- en Noord-EU15,1873,343909,0.00544621
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2017,Zuid-EU15,653,135507,0.00481894
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen                                     ,21550,331397,0.0650277
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2018,België,12236,5119050,0.00239029
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2018,EU,3971,634431,0.00625915
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2018,EU13                                              ,1466,147554,0.00993535
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2018,Europa niet-EU                                    ,3515,104623,0.0335968
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,29857,799551,0.0373422
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2018,Turkije en Maghreb                                ,4792,363531,0.0131818
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2018,West- en Noord-EU15,1837,347720,0.00528299
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2018,Zuid-EU15,668,139157,0.00480033
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2019,Andere landen                                     ,22637,354184,0.0639131
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2019,België,11594,5095870,0.00227517
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2019,EU,4088,653963,0.00625112
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2019,EU13                                              ,1576,159018,0.00991083
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2019,Europa niet-EU                                    ,3375,109308,0.0308761
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2019,Niet-EU,30907,839422,0.0368194
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2019,Turkije en Maghreb                                ,4895,375930,0.013021
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2019,West- en Noord-EU15,1857,352023,0.00527522
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2019,Zuid-EU15,655,142922,0.00458292
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2020,Andere landen                                     ,21382,379864,0.0562886
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2020,België,11160,5072880,0.00219993
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2020,EU,4120,676850,0.00608702
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2020,EU13                                              ,1597,172868,0.00923826
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2020,Europa niet-EU                                    ,3181,114572,0.0277642
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2020,Niet-EU,29658,884474,0.0335318
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2020,Turkije en Maghreb                                ,5095,390038,0.0130628
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2020,West- en Noord-EU15,1860,356547,0.0052167
Vlaams Gewest,2000,/,"Personen met (equivalent) leefloon, naar herkomst",2020,Zuid-EU15,663,147435,0.0044969
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,21,12907,0.00162702
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Europa niet-EU                                    ,14,156,0.0897436
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Niet-EU,19,641,0.0296412
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,27,12868,0.00209823
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Europa niet-EU                                    ,13,189,0.0687831
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,24,699,0.0343348
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Andere landen                                     ,14,366,0.0382514
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,20,12797,0.00156287
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Europa niet-EU                                    ,12,206,0.0582524
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,27,770,0.0350649
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,22,12727,0.00172861
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Europa niet-EU                                    ,11,209,0.0526316
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,24,789,0.0304183
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Andere landen                                     ,11,394,0.0279188
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,25,12556,0.00199108
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,20,854,0.0234192
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Andere landen                                     ,10,404,0.0247525
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,21,12465,0.00168472
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,20,878,0.022779
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,19,12308,0.00154371
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,17,953,0.0178384
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen                                     ,13,490,0.0265306
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,17,12251,0.00138764
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,23,1078,0.0213358
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,14,12147,0.00115255
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,15,1108,0.0135379
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,21,12076,0.00173899
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,15,1215,0.0123457
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,België,10,11914,0.000839349
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Niet-EU,14,1346,0.0104012
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Andere landen                                     ,14,649,0.0215716
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,België,14,11801,0.00118634
Aartselaar,11001,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Niet-EU,22,1539,0.014295
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2009,Andere landen                                     ,2385,41391,0.0576212
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2009,België,1856,301969,0.00614633
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2009,EU,535,50358,0.0106239
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2009,EU13                                              ,129,9645,0.0133748
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2009,Europa niet-EU                                    ,1256,14811,0.0848018
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2009,Niet-EU,4683,125830,0.0372169
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2009,Turkije en Maghreb                                ,1042,69628,0.0149652
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2009,West- en Noord-EU15,287,30984,0.00926285
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2009,Zuid-EU15,119,9729,0.0122315
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2010,Andere landen                                     ,3008,44443,0.0676822
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2010,België,2052,297268,0.00690286
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2010,EU,564,53119,0.0106177
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2010,EU13                                              ,144,11463,0.0125622
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2010,Europa niet-EU                                    ,1454,16138,0.0900979
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,5702,133459,0.0427247
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2010,Turkije en Maghreb                                ,1240,72878,0.0170147
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2010,West- en Noord-EU15,296,31556,0.00938015
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2010,Zuid-EU15,124,10100,0.0122772
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2011,Andere landen                                     ,3698,50407,0.0733628
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2011,België,1835,292287,0.00627808
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2011,EU,508,57399,0.00885033
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2011,EU13                                              ,132,13827,0.00954654
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2011,Europa niet-EU                                    ,1619,20350,0.0795577
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,6373,147055,0.0433375
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2011,Turkije en Maghreb                                ,1056,76298,0.0138405
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2011,West- en Noord-EU15,250,32822,0.00761684
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2011,Zuid-EU15,126,10750,0.0117209
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2012,Andere landen                                     ,3994,54955,0.0726776
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2012,België,1466,287523,0.00509872
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2012,EU,410,61928,0.00662059
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2012,EU13                                              ,106,16085,0.00658999
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2012,Europa niet-EU                                    ,1435,21198,0.0676951
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,6411,155774,0.0411558
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2012,Turkije en Maghreb                                ,982,79621,0.0123334
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2012,West- en Noord-EU15,208,34429,0.00604142
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2012,Zuid-EU15,96,11414,0.00841072
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2013,Andere landen                                     ,3942,58817,0.0670214
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2013,België,1345,282631,0.00475886
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2013,EU,371,66103,0.00561245
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2013,EU13                                              ,93,18035,0.00515664
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2013,Europa niet-EU                                    ,1074,20864,0.0514762
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,5872,162022,0.036242
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2013,Turkije en Maghreb                                ,856,82341,0.0103958
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2013,West- en Noord-EU15,192,35831,0.00535849
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2013,Zuid-EU15,86,12237,0.00702787
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2014,Andere landen                                     ,3844,60902,0.0631178
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2014,België,1423,277789,0.00512259
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2014,EU,423,68680,0.006159
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2014,EU13                                              ,123,19177,0.00641393
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2014,Europa niet-EU                                    ,914,20584,0.0444034
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,5696,165887,0.0343366
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2014,Turkije en Maghreb                                ,938,84401,0.0111136
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2014,West- en Noord-EU15,220,36614,0.00600863
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2014,Zuid-EU15,80,12889,0.00620684
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2015,Andere landen                                     ,3675,62771,0.0585461
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2015,België,1397,273372,0.00511025
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2015,EU,454,71706,0.00633141
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2015,EU13                                              ,135,20524,0.00657767
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2015,Europa niet-EU                                    ,742,20186,0.0367581
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,5349,169177,0.0316178
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2015,Turkije en Maghreb                                ,932,86220,0.0108096
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2015,West- en Noord-EU15,224,37536,0.0059676
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2015,Zuid-EU15,95,13646,0.00696175
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen                                     ,4283,65887,0.0650052
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2016,België,1472,268808,0.00547603
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2016,EU,534,74118,0.00720473
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2016,EU13                                              ,156,21573,0.00723126
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2016,Europa niet-EU                                    ,731,20316,0.0359815
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,6061,174530,0.0347276
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2016,Turkije en Maghreb                                ,1047,88327,0.0118537
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2016,West- en Noord-EU15,265,38232,0.00693137
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2016,Zuid-EU15,113,14313,0.00789492
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen                                     ,5279,69292,0.0761848
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2017,België,1440,264205,0.00545031
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2017,EU,553,76193,0.00725788
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2017,EU13                                              ,153,22371,0.00683921
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2017,Europa niet-EU                                    ,697,20209,0.0344896
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,7018,179764,0.0390401
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2017,Turkije en Maghreb                                ,1042,90263,0.011544
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2017,West- en Noord-EU15,284,38945,0.00729234
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2017,Zuid-EU15,116,14877,0.00779727
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen                                     ,5761,72943,0.0789795
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2018,België,1346,259459,0.00518772
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2018,EU,539,77717,0.00693542
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2018,EU13                                              ,164,22984,0.0071354
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2018,Europa niet-EU                                    ,597,20538,0.0290681
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,7363,185480,0.039697
Antwerpen,11002,Ja,"Personen met (equivalent) leefloon, naar herkomst",2018,Turkije en Maghreb                                ,1005,91999,0.010924
