Gemeente,NIS-code,Centrumstad?,Indicator,Herkomst,Jaar,Aantal personen van 0 tot en met 59 jaar dat leeft in een gezin met zeer lage werkintensiteit naar herkomst,Aantal inwoners van 0 tot en met 59 jaar naar herkomst (KSZ-cijfers),Procent
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2016,106043,517516,0.204908
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13                                              ,2016,19468,119330,0.163144
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU                                    ,2016,26753,92192,0.290188
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2016,179027,680133,0.263224
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb                                ,2016,78747,318186,0.247487
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2016,66778,282558,0.236334
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2016,19797,115628,0.171213
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen                                     ,2017,78030,288892,0.270101
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2017,251564,3553020,0.0708028
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2017,101690,532169,0.191086
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13                                              ,2017,19005,128705,0.147663
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU                                    ,2017,23701,93192,0.254324
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2017,177671,710606,0.250027
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb                                ,2017,75940,328522,0.231157
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2017,63842,285102,0.223927
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2017,18843,118362,0.159198
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen                                     ,2018,82069,310196,0.264571
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2018,236669,3505560,0.0675124
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2018,97905,546594,0.179118
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13                                              ,2018,19022,138780,0.137066
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU                                    ,2018,22917,96653,0.237106
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2018,178339,746114,0.239024
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb                                ,2018,73353,339265,0.216212
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2018,60771,286927,0.2118
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2018,18112,120887,0.149826
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen                                     ,2019,82742,332035,0.249197
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2019,223760,3458000,0.0647079
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2019,95715,562514,0.170156
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13                                              ,2019,18919,149557,0.1265
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU                                    ,2019,22434,100756,0.222657
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2019,177129,782892,0.22625
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb                                ,2019,71953,350101,0.205521
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2019,58969,289357,0.203793
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2019,17827,123600,0.144231
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen                                     ,2020,82589,354365,0.233062
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2020,211220,3408270,0.0619728
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2020,94095,581194,0.161899
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13                                              ,2020,19539,162362,0.120342
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU                                    ,2020,21514,105129,0.204644
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2020,174829,822139,0.212651
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb                                ,2020,70726,362645,0.195028
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2020,57220,291805,0.19609
Vlaams Gewest,2000,/,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2020,17336,127027,0.136475
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen                                     ,2009,41,303,0.135314
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2009,500,9235,0.0541419
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2009,60,624,0.0961538
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU                                    ,2009,23,146,0.157534
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2009,78,611,0.12766
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb                                ,2009,14,162,0.0864198
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2009,45,415,0.108434
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2009,11,133,0.0827068
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen                                     ,2010,39,310,0.125806
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2010,503,9084,0.0553721
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2010,57,622,0.0916399
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU                                    ,2010,28,178,0.157303
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2010,99,667,0.148426
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb                                ,2010,32,179,0.178771
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2010,50,416,0.120192
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen                                     ,2011,55,331,0.166163
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2011,505,8871,0.0569271
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2011,52,641,0.0811232
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU                                    ,2011,30,189,0.15873
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2011,114,715,0.159441
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb                                ,2011,29,195,0.148718
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2011,41,428,0.0957944
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen                                     ,2012,53,317,0.167192
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2012,510,8701,0.058614
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2012,43,668,0.0643713
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU                                    ,2012,35,192,0.182292
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2012,126,731,0.172367
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb                                ,2012,38,222,0.171171
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2012,34,445,0.0764045
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen                                     ,2013,63,357,0.176471
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2013,499,8498,0.0587197
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2013,52,723,0.0719225
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU                                    ,2013,36,204,0.176471
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2013,145,797,0.181932
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb                                ,2013,46,236,0.194915
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2013,43,457,0.0940919
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen                                     ,2014,91,368,0.247283
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2014,466,8345,0.0558418
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2014,58,748,0.0775401
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU                                    ,2014,35,201,0.174129
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2014,171,823,0.207776
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb                                ,2014,45,254,0.177165
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2014,53,464,0.114224
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen                                     ,2015,83,381,0.217848
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2015,415,8107,0.0511903
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2015,56,776,0.0721649
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU                                    ,2015,32,224,0.142857
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2015,167,894,0.186801
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb                                ,2015,52,289,0.179931
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2015,41,472,0.0868644
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen                                     ,2016,92,443,0.207675
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2016,410,7996,0.0512756
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2016,50,808,0.0618812
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13                                              ,2016,12,169,0.0710059
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU                                    ,2016,38,234,0.162393
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2016,204,1006,0.202783
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb                                ,2016,74,329,0.224924
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2016,34,484,0.0702479
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen                                     ,2017,75,451,0.166297
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2017,401,7861,0.0510113
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2017,56,836,0.0669856
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13                                              ,2017,10,190,0.0526316
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU                                    ,2017,34,223,0.152466
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2017,179,1037,0.172613
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb                                ,2017,70,363,0.192837
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2017,40,492,0.0813008
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen                                     ,2018,80,494,0.161943
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2018,381,7705,0.0494484
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2018,63,877,0.0718358
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13                                              ,2018,12,212,0.0566038
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU                                    ,2018,32,219,0.146119
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2018,194,1132,0.171378
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb                                ,2018,82,419,0.195704
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2018,37,499,0.0741483
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2018,14,166,0.0843373
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen                                     ,2019,76,547,0.13894
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2019,353,7540,0.046817
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2019,66,892,0.073991
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13                                              ,2019,13,216,0.0601852
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU                                    ,2019,35,241,0.145228
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2019,162,1263,0.128266
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb                                ,2019,51,475,0.107368
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2019,41,501,0.0818363
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2019,12,175,0.0685714
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen                                     ,2020,98,583,0.168096
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2020,357,7381,0.0483674
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2020,74,954,0.0775681
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13                                              ,2020,18,246,0.0731707
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU                                    ,2020,37,277,0.133574
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2020,206,1448,0.142265
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb                                ,2020,71,588,0.120748
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2020,42,507,0.0828402
Aartselaar,11001,Nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2020,14,201,0.0696517
Antwerpen,11002,Ja,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen                                     ,2009,12294,39653,0.31004
Antwerpen,11002,Ja,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2009,23831,200185,0.119045
Antwerpen,11002,Ja,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2009,11596,44769,0.259019
Antwerpen,11002,Ja,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13                                              ,2009,2052,9151,0.224238
Antwerpen,11002,Ja,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU                                    ,2009,4486,13961,0.321324
Antwerpen,11002,Ja,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2009,35449,119337,0.29705
Antwerpen,11002,Ja,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb                                ,2009,18669,65723,0.284056
Antwerpen,11002,Ja,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2009,7428,26996,0.275152
