Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Oneens (%),Neutraal (%),Eens (%)
 Balen ,13003,nee,Voldoende huisartsen,2020,0.05,0.11,0.84
 Beernem ,31003,nee,Voldoende huisartsen,2020,0.06,0.07,0.88
 Beerse ,13004,nee,Voldoende huisartsen,2020,0.03,0.04,0.94
 Beersel ,23003,nee,Voldoende huisartsen,2020,0.14,0.15,0.71
 Begijnendijk ,24007,nee,Voldoende huisartsen,2020,0.06,0.07,0.88
 Bekkevoort ,24008,nee,Voldoende huisartsen,2020,0.06,0.07,0.87
 Beringen ,71004,nee,Voldoende huisartsen,2020,0.04,0.08,0.88
 Berlaar ,12002,nee,Voldoende huisartsen,2020,0.02,0.03,0.94
 Berlare ,42003,nee,Voldoende huisartsen,2020,0.14,0.12,0.74
 Bertem ,24009,nee,Voldoende huisartsen,2020,0.07,0.09,0.84
 Bever ,23009,nee,Voldoende huisartsen,2020,0.1,0.15,0.75
 Beveren ,46003,nee,Voldoende huisartsen,2020,0.08,0.09,0.84
 Bierbeek ,24011,nee,Voldoende huisartsen,2020,0.1,0.12,0.78
 Bilzen ,73006,nee,Voldoende huisartsen,2020,0.07,0.09,0.85
 Blankenberge ,31004,nee,Voldoende huisartsen,2020,0.17,0.11,0.72
 Bocholt ,72003,nee,Voldoende huisartsen,2020,0.05,0.11,0.83
 Boechout ,11004,nee,Voldoende huisartsen,2020,0.09,0.07,0.84
 Bonheiden ,12005,nee,Voldoende huisartsen,2020,0.02,0.06,0.92
 Boom ,11005,nee,Voldoende huisartsen,2020,0.2,0.15,0.65
 Boortmeerbeek ,24014,nee,Voldoende huisartsen,2020,0.14,0.11,0.74
 Borgloon ,73009,nee,Voldoende huisartsen,2020,0.05,0.06,0.89
 Bornem ,12007,nee,Voldoende huisartsen,2020,0.17,0.15,0.68
 Borsbeek ,11007,nee,Voldoende huisartsen,2020,0.17,0.16,0.68
 Boutersem ,24016,nee,Voldoende huisartsen,2020,0.06,0.08,0.86
 Brakel ,45059,nee,Voldoende huisartsen,2020,0.14,0.11,0.75
 Brasschaat ,11008,nee,Voldoende huisartsen,2020,0.09,0.08,0.83
 Brecht ,11009,nee,Voldoende huisartsen,2020,0.06,0.1,0.84
 Bredene ,35002,nee,Voldoende huisartsen,2020,0.19,0.11,0.71
 Bree ,72004,nee,Voldoende huisartsen,2020,0.07,0.06,0.87
 Brugge ,31005,ja,Voldoende huisartsen,2008,0.04,0.03,0.94
 Brugge ,31005,ja,Voldoende huisartsen,2011,0.05,0.07,0.87
 Brugge ,31005,ja,Voldoende huisartsen,2014,0.05,0.08,0.86
 Brugge ,31005,ja,Voldoende huisartsen,2017,0.06,0.09,0.85
 Brugge ,31005,ja,Voldoende huisartsen,2020,0.06,0.08,0.85
 Buggenhout ,42004,nee,Voldoende huisartsen,2020,0.07,0.07,0.87
 Damme ,31006,nee,Voldoende huisartsen,2020,0.06,0.05,0.89
 De Haan ,35029,nee,Voldoende huisartsen,2020,0.18,0.15,0.66
 De Panne ,38008,nee,Voldoende huisartsen,2020,0.17,0.12,0.71
 De Pinte ,44012,nee,Voldoende huisartsen,2020,0.02,0.04,0.94
 Deerlijk ,34009,nee,Voldoende huisartsen,2020,0.04,0.05,0.91
 Deinze ,44083,nee,Voldoende huisartsen,2020,0.04,0.09,0.87
 Denderleeuw ,41011,nee,Voldoende huisartsen,2020,0.11,0.1,0.78
 Dendermonde ,42006,nee,Voldoende huisartsen,2020,0.15,0.12,0.72
 Dentergem ,37002,nee,Voldoende huisartsen,2020,0.11,0.09,0.8
 Dessel ,13006,nee,Voldoende huisartsen,2020,0.14,0.14,0.72
 Destelbergen ,44013,nee,Voldoende huisartsen,2020,0.04,0.08,0.88
 Diepenbeek ,71011,nee,Voldoende huisartsen,2020,0.06,0.03,0.9
 Diest ,24020,nee,Voldoende huisartsen,2020,0.08,0.11,0.8
 Diksmuide ,32003,nee,Voldoende huisartsen,2020,0.11,0.08,0.81
 Dilbeek ,23016,nee,Voldoende huisartsen,2020,0.15,0.1,0.75
 Dilsen-Stokkem ,72041,nee,Voldoende huisartsen,2020,0.06,0.05,0.89
 Drogenbos ,23098,nee,Voldoende huisartsen,2020,0.32,0.24,0.44
 Duffel ,12009,nee,Voldoende huisartsen,2020,0.1,0.09,0.8
 Edegem ,11013,nee,Voldoende huisartsen,2020,0.08,0.09,0.83
 Eeklo ,43005,nee,Voldoende huisartsen,2020,0.05,0.06,0.89
 Erpe-Mere ,41082,nee,Voldoende huisartsen,2020,0.19,0.11,0.7
 Essen ,11016,nee,Voldoende huisartsen,2020,0.07,0.08,0.85
 Evergem ,44019,nee,Voldoende huisartsen,2020,0.12,0.09,0.79
 Galmaarden ,23023,nee,Voldoende huisartsen,2020,0.1,0.11,0.78
 Gavere ,44020,nee,Voldoende huisartsen,2020,0.05,0.06,0.89
 Geel ,13008,nee,Voldoende huisartsen,2020,0.14,0.11,0.74
 Geetbets ,24028,nee,Voldoende huisartsen,2020,0.11,0.1,0.79
 Genk ,71016,ja,Voldoende huisartsen,2008,0.05,0.03,0.92
 Genk ,71016,ja,Voldoende huisartsen,2011,0.06,0.07,0.87
 Genk ,71016,ja,Voldoende huisartsen,2014,0.05,0.09,0.86
 Genk ,71016,ja,Voldoende huisartsen,2017,0.06,0.07,0.86
 Genk ,71016,ja,Voldoende huisartsen,2020,0.06,0.07,0.87
 Gent ,44021,ja,Voldoende huisartsen,2008,0.05,0.07,0.89
 Gent ,44021,ja,Voldoende huisartsen,2011,0.06,0.08,0.86
 Gent ,44021,ja,Voldoende huisartsen,2014,0.06,0.12,0.82
 Gent ,44021,ja,Voldoende huisartsen,2017,0.07,0.1,0.82
 Gent ,44021,ja,Voldoende huisartsen,2020,0.06,0.09,0.85
 Geraardsbergen ,41018,nee,Voldoende huisartsen,2020,0.13,0.14,0.73
 Gingelom ,71017,nee,Voldoende huisartsen,2020,0.13,0.13,0.74
 Gistel ,35005,nee,Voldoende huisartsen,2020,0.17,0.1,0.73
 Glabbeek ,24137,nee,Voldoende huisartsen,2020,0.05,0.05,0.9
 Gooik ,23024,nee,Voldoende huisartsen,2020,0.07,0.12,0.8
 Grimbergen ,23025,nee,Voldoende huisartsen,2020,0.14,0.16,0.71
 Grobbendonk ,13010,nee,Voldoende huisartsen,2020,0.04,0.05,0.91
 Haacht ,24033,nee,Voldoende huisartsen,2020,0.02,0.07,0.9
 Haaltert ,41024,nee,Voldoende huisartsen,2020,0.17,0.09,0.74
 Halen ,71020,nee,Voldoende huisartsen,2020,0.05,0.06,0.89
 Halle ,23027,nee,Voldoende huisartsen,2020,0.12,0.14,0.74
 Ham ,71069,nee,Voldoende huisartsen,2020,0.04,0.06,0.9
 Hamme ,42008,nee,Voldoende huisartsen,2020,0.14,0.11,0.75
 Hamont-Achel ,72037,nee,Voldoende huisartsen,2020,0.07,0.07,0.86
 Harelbeke ,34013,nee,Voldoende huisartsen,2020,0.06,0.07,0.87
 Hasselt ,71022,ja,Voldoende huisartsen,2008,0.04,0.04,0.92
 Hasselt ,71022,ja,Voldoende huisartsen,2011,0.05,0.07,0.88
 Hasselt ,71022,ja,Voldoende huisartsen,2014,0.04,0.08,0.87
 Hasselt ,71022,ja,Voldoende huisartsen,2017,0.06,0.08,0.85
 Hasselt ,71022,ja,Voldoende huisartsen,2020,0.06,0.09,0.85
 Hechtel-Eksel,72038,nee,Voldoende huisartsen,2020,0.03,0.04,0.93
 Heers ,73022,nee,Voldoende huisartsen,2020,0.07,0.08,0.86
 Heist-Op-Den-Berg ,12014,nee,Voldoende huisartsen,2020,0.05,0.06,0.89
 Hemiksem ,11018,nee,Voldoende huisartsen,2020,0.13,0.14,0.73
 Herent ,24038,nee,Voldoende huisartsen,2020,0.06,0.09,0.85
 Herentals ,13011,nee,Voldoende huisartsen,2020,0.07,0.09,0.85
 Herenthout ,13012,nee,Voldoende huisartsen,2020,0.05,0.06,0.9
 Herk-De-Stad ,71024,nee,Voldoende huisartsen,2020,0.05,0.04,0.91
 Herne ,23032,nee,Voldoende huisartsen,2020,0.16,0.14,0.7
 Herselt ,13013,nee,Voldoende huisartsen,2020,0.06,0.07,0.87
 Herzele ,41027,nee,Voldoende huisartsen,2020,0.06,0.08,0.86
 Heusden-Zolder ,71070,nee,Voldoende huisartsen,2020,0.04,0.07,0.88
 Heuvelland ,33039,nee,Voldoende huisartsen,2020,0.16,0.12,0.73
 Hoegaarden ,24041,nee,Voldoende huisartsen,2020,0.13,0.12,0.75
 Hoeilaart ,23033,nee,Voldoende huisartsen,2020,0.12,0.13,0.75
 Hoeselt ,73032,nee,Voldoende huisartsen,2020,0.08,0.09,0.83
 Holsbeek ,24043,nee,Voldoende huisartsen,2020,0.09,0.09,0.82
 Hooglede ,36006,nee,Voldoende huisartsen,2020,0.03,0.04,0.93
 Hoogstraten ,13014,nee,Voldoende huisartsen,2020,0.2,0.09,0.72
 Horebeke ,45062,nee,Voldoende huisartsen,2020,0.02,0.06,0.91
 Houthalen-Helchteren ,72039,nee,Voldoende huisartsen,2020,0.07,0.08,0.85
 Houthulst ,32006,nee,Voldoende huisartsen,2020,0.06,0.05,0.89
 Hove ,11021,nee,Voldoende huisartsen,2020,0.04,0.07,0.89
 Huldenberg ,24045,nee,Voldoende huisartsen,2020,0.12,0.13,0.75
 Hulshout ,13016,nee,Voldoende huisartsen,2020,0.05,0.13,0.82
 Ichtegem ,35006,nee,Voldoende huisartsen,2020,0.06,0.09,0.85
 Ieper ,33011,nee,Voldoende huisartsen,2020,0.05,0.09,0.85
 Ingelmunster ,36007,nee,Voldoende huisartsen,2020,0.04,0.04,0.92
 Izegem ,36008,nee,Voldoende huisartsen,2020,0.09,0.05,0.85
 Jabbeke ,31012,nee,Voldoende huisartsen,2020,0.06,0.05,0.89
 Kalmthout ,11022,nee,Voldoende huisartsen,2020,0.06,0.06,0.87
 Kampenhout ,23038,nee,Voldoende huisartsen,2020,0.13,0.16,0.71
 Kapellen ,11023,nee,Voldoende huisartsen,2020,0.06,0.1,0.84
 Kapelle-Op-Den-Bos ,23039,nee,Voldoende huisartsen,2020,0.09,0.08,0.82
 Kaprijke ,43007,nee,Voldoende huisartsen,2020,0.11,0.07,0.81
 Kasterlee ,13017,nee,Voldoende huisartsen,2020,0.1,0.07,0.84
 Keerbergen ,24048,nee,Voldoende huisartsen,2020,0.04,0.06,0.89
 Kinrooi ,72018,nee,Voldoende huisartsen,2020,0.07,0.07,0.87
 Kluisbergen ,45060,nee,Voldoende huisartsen,2020,0.02,0.02,0.96
 Knokke-Heist ,31043,nee,Voldoende huisartsen,2020,0.05,0.04,0.91
 Koekelare ,32010,nee,Voldoende huisartsen,2020,0.06,0.06,0.87
 Koksijde ,38014,nee,Voldoende huisartsen,2020,0.08,0.1,0.81
 Kontich ,11024,nee,Voldoende huisartsen,2020,0.09,0.12,0.79
 Kortemark ,32011,nee,Voldoende huisartsen,2020,0.06,0.05,0.89
 Kortenaken ,24054,nee,Voldoende huisartsen,2020,0.09,0.09,0.82
 Kortenberg ,24055,nee,Voldoende huisartsen,2020,0.05,0.08,0.87
 Kortessem ,73040,nee,Voldoende huisartsen,2020,0.1,0.08,0.82
 Kortrijk ,34022,ja,Voldoende huisartsen,2008,0.03,0.03,0.94
 Kortrijk ,34022,ja,Voldoende huisartsen,2011,0.07,0.07,0.86
 Kortrijk ,34022,ja,Voldoende huisartsen,2014,0.06,0.09,0.85
 Kortrijk ,34022,ja,Voldoende huisartsen,2017,0.06,0.09,0.85
 Kortrijk ,34022,ja,Voldoende huisartsen,2020,0.05,0.07,0.87
 Kraainem ,23099,nee,Voldoende huisartsen,2020,0.11,0.14,0.74
 Kruibeke ,46013,nee,Voldoende huisartsen,2020,0.18,0.14,0.68
 Kruisem ,45068,nee,Voldoende huisartsen,2020,0.06,0.07,0.87
 Kuurne ,34023,nee,Voldoende huisartsen,2020,0.02,0.05,0.92
 Laakdal ,13053,nee,Voldoende huisartsen,2020,0.03,0.06,0.91
 Laarne ,42010,nee,Voldoende huisartsen,2020,0.03,0.03,0.95
 Lanaken ,73042,nee,Voldoende huisartsen,2020,0.05,0.07,0.88
 Landen ,24059,nee,Voldoende huisartsen,2020,0.09,0.1,0.81
 Langemark-Poelkapelle ,33040,nee,Voldoende huisartsen,2020,0.07,0.07,0.86
 Lebbeke ,42011,nee,Voldoende huisartsen,2020,0.16,0.12,0.72
 Lede ,41034,nee,Voldoende huisartsen,2020,0.06,0.06,0.88
 Ledegem ,36010,nee,Voldoende huisartsen,2020,0.06,0.06,0.88
 Lendelede ,34025,nee,Voldoende huisartsen,2020,0.02,0.04,0.95
 Lennik ,23104,nee,Voldoende huisartsen,2020,0.09,0.13,0.79
 Leopoldsburg ,71034,nee,Voldoende huisartsen,2020,0.06,0.06,0.88
 Leuven ,24062,ja,Voldoende huisartsen,2008,0.04,0.03,0.93
 Leuven ,24062,ja,Voldoende huisartsen,2011,0.04,0.08,0.88
 Leuven ,24062,ja,Voldoende huisartsen,2014,0.05,0.1,0.85
 Leuven ,24062,ja,Voldoende huisartsen,2017,0.06,0.1,0.84
 Leuven ,24062,ja,Voldoende huisartsen,2020,0.04,0.08,0.88
 Lichtervelde ,36011,nee,Voldoende huisartsen,2020,0.07,0.06,0.87
 Liedekerke ,23044,nee,Voldoende huisartsen,2020,0.14,0.13,0.72
 Lier ,12021,nee,Voldoende huisartsen,2020,0.1,0.11,0.8
 Lierde ,45063,nee,Voldoende huisartsen,2020,0.16,0.2,0.65
 Lievegem ,44085,nee,Voldoende huisartsen,2020,0.06,0.09,0.84
 Lille ,13019,nee,Voldoende huisartsen,2020,0.05,0.07,0.88
 Linkebeek ,23100,nee,Voldoende huisartsen,2020,0.1,0.1,0.79
 Lint ,11025,nee,Voldoende huisartsen,2020,0.04,0.07,0.89
 Linter ,24133,nee,Voldoende huisartsen,2020,0.15,0.13,0.72
 Lochristi ,44034,nee,Voldoende huisartsen,2020,0.09,0.1,0.81
 Lokeren ,46014,nee,Voldoende huisartsen,2020,0.16,0.12,0.72
 Lommel ,72020,nee,Voldoende huisartsen,2020,0.1,0.08,0.83
 Londerzeel ,23045,nee,Voldoende huisartsen,2020,0.16,0.12,0.73
 Lo-Reninge ,32030,nee,Voldoende huisartsen,2020,0.11,0.15,0.74
 Lubbeek ,24066,nee,Voldoende huisartsen,2020,0.07,0.08,0.85
 Lummen ,71037,nee,Voldoende huisartsen,2020,0.07,0.07,0.86
 Maarkedal ,45064,nee,Voldoende huisartsen,2020,0.1,0.12,0.78
 Maaseik ,72021,nee,Voldoende huisartsen,2020,0.17,0.1,0.73
 Maasmechelen ,73107,nee,Voldoende huisartsen,2020,0.07,0.09,0.84
 Machelen ,23047,nee,Voldoende huisartsen,2020,0.24,0.16,0.59
 Maldegem ,43010,nee,Voldoende huisartsen,2020,0.08,0.07,0.85
 Malle ,11057,nee,Voldoende huisartsen,2020,0.01,0.06,0.93
 Mechelen ,12025,ja,Voldoende huisartsen,2008,0.05,0.04,0.91
 Mechelen ,12025,ja,Voldoende huisartsen,2011,0.07,0.09,0.84
 Mechelen ,12025,ja,Voldoende huisartsen,2014,0.09,0.11,0.79
 Mechelen ,12025,ja,Voldoende huisartsen,2017,0.1,0.12,0.78
 Mechelen ,12025,ja,Voldoende huisartsen,2020,0.12,0.12,0.77
 Meerhout ,13021,nee,Voldoende huisartsen,2020,0.06,0.08,0.87
 Meise ,23050,nee,Voldoende huisartsen,2020,0.1,0.11,0.8
 Melle ,44040,nee,Voldoende huisartsen,2020,0.04,0.1,0.86
 Menen ,34027,nee,Voldoende huisartsen,2020,0.05,0.08,0.87
 Merchtem ,23052,nee,Voldoende huisartsen,2020,0.13,0.1,0.77
 Merelbeke ,44043,nee,Voldoende huisartsen,2020,0.03,0.06,0.91
 Merksplas ,13023,nee,Voldoende huisartsen,2020,0.05,0.05,0.9
 Mesen ,33016,nee,Voldoende huisartsen,2020,0.48,0.21,0.32
 Meulebeke ,37007,nee,Voldoende huisartsen,2020,0.06,0.05,0.89
 Middelkerke ,35011,nee,Voldoende huisartsen,2020,0.06,0.07,0.87
 Moerbeke ,44045,nee,Voldoende huisartsen,2020,0.46,0.21,0.33
 Mol ,13025,nee,Voldoende huisartsen,2020,0.03,0.06,0.91
 Moorslede ,36012,nee,Voldoende huisartsen,2020,0.04,0.07,0.89
 Mortsel ,11029,nee,Voldoende huisartsen,2020,0.06,0.1,0.84
 Nazareth ,44048,nee,Voldoende huisartsen,2020,0.02,0.05,0.93
 Niel ,11030,nee,Voldoende huisartsen,2020,0.14,0.1,0.76
 Nieuwerkerken ,71045,nee,Voldoende huisartsen,2020,0.02,0.07,0.91
 Nieuwpoort ,38016,nee,Voldoende huisartsen,2020,0.07,0.1,0.83
 Nijlen ,12026,nee,Voldoende huisartsen,2020,0.08,0.08,0.83
 Ninove ,41048,nee,Voldoende huisartsen,2020,0.22,0.12,0.67
 Olen ,13029,nee,Voldoende huisartsen,2020,0.01,0.04,0.95
 Oostende ,35013,ja,Voldoende huisartsen,2008,0.03,0.05,0.92
 Oostende ,35013,ja,Voldoende huisartsen,2011,0.04,0.09,0.87
 Oostende ,35013,ja,Voldoende huisartsen,2014,0.06,0.12,0.82
 Oostende ,35013,ja,Voldoende huisartsen,2017,0.1,0.1,0.8
 Oostende ,35013,ja,Voldoende huisartsen,2020,0.15,0.12,0.73
 Oosterzele ,44052,nee,Voldoende huisartsen,2020,0.03,0.07,0.89
 Oostkamp ,31022,nee,Voldoende huisartsen,2020,0.05,0.07,0.88
 Oostrozebeke ,37010,nee,Voldoende huisartsen,2020,0.06,0.09,0.85
 Opwijk ,23060,nee,Voldoende huisartsen,2020,0.1,0.11,0.79
 Oudenaarde ,45035,nee,Voldoende huisartsen,2020,0.04,0.05,0.91
 Oudenburg ,35014,nee,Voldoende huisartsen,2020,0.18,0.11,0.72
 Oud-Heverlee ,24086,nee,Voldoende huisartsen,2020,0.06,0.06,0.88
 Oudsbergen ,72042,nee,Voldoende huisartsen,2020,0.1,0.11,0.79
 Oud-Turnhout ,13031,nee,Voldoende huisartsen,2020,0.08,0.11,0.81
 Overijse ,23062,nee,Voldoende huisartsen,2020,0.15,0.13,0.72
 Peer ,72030,nee,Voldoende huisartsen,2020,0.08,0.08,0.84
 Pelt ,72043,nee,Voldoende huisartsen,2020,0.08,0.09,0.82
 Pepingen ,23064,nee,Voldoende huisartsen,2020,0.14,0.1,0.76
 Pittem ,37011,nee,Voldoende huisartsen,2020,0.12,0.1,0.78
 Poperinge ,33021,nee,Voldoende huisartsen,2020,0.03,0.05,0.92
 Putte ,12029,nee,Voldoende huisartsen,2020,0.04,0.05,0.92
 Puurs-Sint-Amands ,12041,nee,Voldoende huisartsen,2020,0.13,0.11,0.76
 Ranst ,11035,nee,Voldoende huisartsen,2020,0.13,0.15,0.72
 Ravels ,13035,nee,Voldoende huisartsen,2020,0.12,0.09,0.8
 Retie ,13036,nee,Voldoende huisartsen,2020,0.07,0.08,0.85
 Riemst ,73066,nee,Voldoende huisartsen,2020,0.12,0.09,0.8
 Rijkevorsel ,13037,nee,Voldoende huisartsen,2020,0.05,0.12,0.83
 Roeselare ,36015,ja,Voldoende huisartsen,2008,0.04,0.05,0.91
 Roeselare ,36015,ja,Voldoende huisartsen,2011,0.06,0.09,0.85
 Roeselare ,36015,ja,Voldoende huisartsen,2014,0.04,0.09,0.87
 Roeselare ,36015,ja,Voldoende huisartsen,2017,0.06,0.07,0.87
 Roeselare ,36015,ja,Voldoende huisartsen,2020,0.07,0.09,0.85
 Ronse ,45041,nee,Voldoende huisartsen,2020,0.11,0.15,0.74
 Roosdaal ,23097,nee,Voldoende huisartsen,2020,0.06,0.08,0.86
 Rotselaar ,24094,nee,Voldoende huisartsen,2020,0.06,0.09,0.85
 Ruiselede ,37012,nee,Voldoende huisartsen,2020,0.04,0.03,0.93
 Rumst ,11037,nee,Voldoende huisartsen,2020,0.09,0.12,0.79
 Schelle ,11038,nee,Voldoende huisartsen,2020,0.1,0.15,0.74
 Scherpenheuvel-Zichem ,24134,nee,Voldoende huisartsen,2020,0.06,0.07,0.87
 Schilde ,11039,nee,Voldoende huisartsen,2020,0.1,0.1,0.8
 Schoten ,11040,nee,Voldoende huisartsen,2020,0.08,0.11,0.81
 Sint-Genesius-Rode ,23101,nee,Voldoende huisartsen,2020,0.1,0.14,0.76
 Sint-Gillis-Waas ,46020,nee,Voldoende huisartsen,2020,0.11,0.12,0.77
 Sint-Katelijne-Waver ,12035,nee,Voldoende huisartsen,2020,0.1,0.09,0.81
 Sint-Laureins ,43014,nee,Voldoende huisartsen,2020,0.23,0.13,0.64
 Sint-Lievens-Houtem ,41063,nee,Voldoende huisartsen,2020,0.06,0.07,0.87
 Sint-Martens-Latem ,44064,nee,Voldoende huisartsen,2020,0.03,0.08,0.89
 Sint-Niklaas ,46021,ja,Voldoende huisartsen,2008,0.03,0.05,0.92
 Sint-Niklaas ,46021,ja,Voldoende huisartsen,2011,0.08,0.1,0.82
 Sint-Niklaas ,46021,ja,Voldoende huisartsen,2014,0.09,0.15,0.76
 Sint-Niklaas ,46021,ja,Voldoende huisartsen,2017,0.11,0.12,0.77
 Sint-Niklaas ,46021,ja,Voldoende huisartsen,2020,0.14,0.13,0.73
 Sint-Pieters-Leeuw ,23077,nee,Voldoende huisartsen,2020,0.13,0.14,0.74
 Sint-Truiden ,71053,nee,Voldoende huisartsen,2020,0.04,0.09,0.88
 Spiere-Helkijn ,34043,nee,Voldoende huisartsen,2020,0.1,0.11,0.79
 Stabroek ,11044,nee,Voldoende huisartsen,2020,0.18,0.16,0.66
 Staden ,36019,nee,Voldoende huisartsen,2020,0.03,0.08,0.9
 Steenokkerzeel ,23081,nee,Voldoende huisartsen,2020,0.08,0.12,0.81
 Stekene ,46024,nee,Voldoende huisartsen,2020,0.08,0.06,0.86
 Temse ,46025,nee,Voldoende huisartsen,2020,0.16,0.09,0.75
 Ternat ,23086,nee,Voldoende huisartsen,2020,0.07,0.08,0.86
 Tervuren ,24104,nee,Voldoende huisartsen,2020,0.06,0.07,0.87
 Tessenderlo ,71057,nee,Voldoende huisartsen,2020,0.03,0.07,0.9
 Tielt ,37015,nee,Voldoende huisartsen,2020,0.09,0.12,0.79
 Tielt-Winge ,24135,nee,Voldoende huisartsen,2020,0.09,0.1,0.81
 Tienen ,24107,nee,Voldoende huisartsen,2020,0.08,0.09,0.83
 Tongeren ,73083,nee,Voldoende huisartsen,2020,0.13,0.11,0.76
 Torhout ,31033,nee,Voldoende huisartsen,2020,0.02,0.06,0.92
 Tremelo ,24109,nee,Voldoende huisartsen,2020,0.04,0.06,0.9
 Turnhout ,13040,ja,Voldoende huisartsen,2008,0.08,0.06,0.87
 Turnhout ,13040,ja,Voldoende huisartsen,2011,0.09,0.11,0.8
 Turnhout ,13040,ja,Voldoende huisartsen,2014,0.11,0.15,0.74
 Turnhout ,13040,ja,Voldoende huisartsen,2017,0.12,0.13,0.74
 Turnhout ,13040,ja,Voldoende huisartsen,2020,0.13,0.13,0.74
 Veurne ,38025,nee,Voldoende huisartsen,2020,0.32,0.14,0.54
 Vilvoorde ,23088,nee,Voldoende huisartsen,2020,0.17,0.13,0.7
 Vleteren ,33041,nee,Voldoende huisartsen,2020,0.06,0.05,0.89
 Voeren ,73109,nee,Voldoende huisartsen,2020,0.36,0.22,0.43
 Vorselaar ,13044,nee,Voldoende huisartsen,2020,0.22,0.14,0.64
 Vosselaar ,13046,nee,Voldoende huisartsen,2020,0.04,0.05,0.91
 Waasmunster ,42023,nee,Voldoende huisartsen,2020,0.05,0.06,0.89
 Wachtebeke ,44073,nee,Voldoende huisartsen,2020,0.24,0.16,0.6
 Waregem ,34040,nee,Voldoende huisartsen,2020,0.03,0.06,0.92
 Wellen ,73098,nee,Voldoende huisartsen,2020,0.06,0.03,0.91
 Wemmel ,23102,nee,Voldoende huisartsen,2020,0.15,0.14,0.7
 Wervik ,33029,nee,Voldoende huisartsen,2020,0.09,0.11,0.8
 Westerlo ,13049,nee,Voldoende huisartsen,2020,0.05,0.05,0.91
 Wetteren ,42025,nee,Voldoende huisartsen,2020,0.06,0.08,0.86
 Wevelgem ,34041,nee,Voldoende huisartsen,2020,0.03,0.05,0.91
 Wezembeek-Oppem ,23103,nee,Voldoende huisartsen,2020,0.13,0.21,0.66
 Wichelen ,42026,nee,Voldoende huisartsen,2020,0.17,0.12,0.71
 Wielsbeke ,37017,nee,Voldoende huisartsen,2020,0.05,0.08,0.87
 Wijnegem ,11050,nee,Voldoende huisartsen,2020,0.06,0.09,0.84
 Willebroek ,12040,nee,Voldoende huisartsen,2020,0.13,0.1,0.76
 Wingene ,37018,nee,Voldoende huisartsen,2020,0.07,0.06,0.88
 Wommelgem ,11052,nee,Voldoende huisartsen,2020,0.14,0.13,0.72
 Wortegem-Petegem ,45061,nee,Voldoende huisartsen,2020,0.08,0.1,0.81
 Wuustwezel ,11053,nee,Voldoende huisartsen,2020,0.06,0.09,0.85
 Zandhoven ,11054,nee,Voldoende huisartsen,2020,0.07,0.09,0.84
 Zaventem ,23094,nee,Voldoende huisartsen,2020,0.1,0.21,0.69
 Zedelgem ,31040,nee,Voldoende huisartsen,2020,0.19,0.1,0.72
 Zele ,42028,nee,Voldoende huisartsen,2020,0.09,0.12,0.79
 Zelzate ,43018,nee,Voldoende huisartsen,2020,0.17,0.11,0.73
 Zemst ,23096,nee,Voldoende huisartsen,2020,0.07,0.06,0.87
 Zoersel ,11055,nee,Voldoende huisartsen,2020,0.03,0.06,0.9
 Zonhoven ,71066,nee,Voldoende huisartsen,2020,0.04,0.06,0.9
 Zonnebeke ,33037,nee,Voldoende huisartsen,2020,0.06,0.07,0.87
 Zottegem ,41081,nee,Voldoende huisartsen,2020,0.05,0.07,0.88
