Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Ontevreden (%),Neutraal (%),Tevreden (%)
 Assenede ,43002,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.06,0.12,0.82
 Assenede ,43002,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.06,0.15,0.79
 Avelgem ,34003,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.1,0.88
 Avelgem ,34003,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.06,0.91
 Baarle-Hertog ,13002,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.29,0.25,0.46
 Baarle-Hertog ,13002,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.2,0.18,0.62
 Balen ,13003,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.16,0.79
 Balen ,13003,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.11,0.86
 Beernem ,31003,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.12,0.83
 Beernem ,31003,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.04,0.07,0.89
 Beerse ,13004,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.09,0.88
 Beerse ,13004,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.06,0.92
 Beersel ,23003,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.07,0.16,0.77
 Beersel ,23003,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.07,0.13,0.8
 Begijnendijk ,24007,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.1,0.88
 Begijnendijk ,24007,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.05,0.91
 Bekkevoort ,24008,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.13,0.82
 Bekkevoort ,24008,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.05,0.12,0.83
 Beringen ,71004,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.04,0.08,0.88
 Beringen ,71004,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.07,0.9
 Berlaar ,12002,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.07,0.92
 Berlaar ,12002,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.01,0.03,0.96
 Berlare ,42003,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.1,0.13,0.77
 Berlare ,42003,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.08,0.14,0.79
 Bertem ,24009,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.1,0.16,0.74
 Bertem ,24009,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.07,0.12,0.82
 Bever ,23009,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.15,0.24,0.62
 Bever ,23009,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.1,0.22,0.69
 Beveren ,46003,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.1,0.87
 Beveren ,46003,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.05,0.07,0.88
 Bierbeek ,24011,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.14,0.81
 Bierbeek ,24011,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.07,0.11,0.82
 Bilzen ,73006,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.06,0.92
 Bilzen ,73006,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.06,0.91
 Blankenberge ,31004,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.04,0.94
 Blankenberge ,31004,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.08,0.07,0.85
 Bocholt ,72003,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.07,0.14,0.79
 Bocholt ,72003,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.04,0.13,0.83
 Boechout ,11004,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.06,0.09,0.86
 Boechout ,11004,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.05,0.09,0.86
 Bonheiden ,12005,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.08,0.89
 Bonheiden ,12005,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.05,0.92
 Boom ,11005,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.08,0.13,0.8
 Boom ,11005,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.07,0.12,0.81
 Boortmeerbeek ,24014,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.09,0.88
 Boortmeerbeek ,24014,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.07,0.11,0.83
 Borgloon ,73009,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.09,0.88
 Borgloon ,73009,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.07,0.9
 Bornem ,12007,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.05,0.92
 Bornem ,12007,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.05,0.08,0.87
 Borsbeek ,11007,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.06,0.18,0.77
 Borsbeek ,11007,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.08,0.14,0.78
 Boutersem ,24016,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.12,0.83
 Boutersem ,24016,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.05,0.11,0.84
 Brakel ,45059,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.09,0.85
 Brakel ,45059,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.04,0.1,0.86
 Brasschaat ,11008,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.06,0.93
 Brasschaat ,11008,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.05,0.93
 Brecht ,11009,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.1,0.85
 Brecht ,11009,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.04,0.07,0.88
 Bredene ,35002,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.1,0.86
 Bredene ,35002,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.07,0.09,0.85
 Bree ,72004,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.04,0.09,0.87
 Bree ,72004,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.06,0.92
 Brugge ,31005,ja,Tevredenheid over gezondheidsvoorzieningen,2011,0.01,0.04,0.94
 Brugge ,31005,ja,Tevredenheid over gezondheidsvoorzieningen,2014,0.02,0.04,0.94
 Brugge ,31005,ja,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.04,0.93
 Brugge ,31005,ja,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.05,0.93
 Buggenhout ,42004,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.07,0.9
 Buggenhout ,42004,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.04,0.07,0.89
 Damme ,31006,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.07,0.1,0.83
 Damme ,31006,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.07,0.08,0.85
 De Haan ,35029,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.1,0.87
 De Haan ,35029,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.1,0.11,0.8
 De Panne ,38008,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.14,0.81
 De Panne ,38008,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.05,0.09,0.86
 De Pinte ,44012,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.07,0.92
 De Pinte ,44012,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.04,0.94
 Deerlijk ,34009,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.06,0.91
 Deerlijk ,34009,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.05,0.92
 Deinze ,44011,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.04,0.06,0.9
 Deinze ,44083,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.05,0.93
 Denderleeuw ,41011,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.08,0.17,0.75
 Denderleeuw ,41011,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.05,0.13,0.82
 Dendermonde ,42006,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.06,0.07,0.87
 Dendermonde ,42006,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.05,0.1,0.85
 Dentergem ,37002,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.12,0.18,0.71
 Dentergem ,37002,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.07,0.13,0.8
 Dessel ,13006,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.11,0.15,0.74
 Dessel ,13006,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.06,0.13,0.81
 Destelbergen ,44013,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.12,0.86
 Destelbergen ,44013,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.07,0.91
 Diepenbeek ,71011,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.08,0.9
 Diepenbeek ,71011,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.01,0.04,0.95
 Diest ,24020,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.09,0.88
 Diest ,24020,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.06,0.06,0.88
 Diksmuide ,32003,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.11,0.86
 Diksmuide ,32003,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.04,0.09,0.88
 Dilbeek ,23016,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.04,0.16,0.81
 Dilbeek ,23016,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.07,0.1,0.83
 Dilsen-Stokkem ,72041,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.08,0.87
 Dilsen-Stokkem ,72041,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.06,0.9
 Drogenbos ,23098,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.08,0.3,0.62
 Drogenbos ,23098,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.18,0.25,0.58
 Duffel ,12009,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.05,0.92
 Duffel ,12009,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.05,0.08,0.87
 Edegem ,11013,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.06,0.89
 Edegem ,11013,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.07,0.9
 Eeklo ,43005,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.05,0.93
 Eeklo ,43005,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.01,0.05,0.94
 Erpe-Mere ,41082,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.14,0.81
 Erpe-Mere ,41082,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.05,0.1,0.85
 Essen ,11016,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.08,0.9
 Essen ,11016,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.04,0.08,0.89
 Evergem ,44019,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.04,0.13,0.83
 Evergem ,44019,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.05,0.09,0.87
 Galmaarden ,23023,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.04,0.11,0.85
 Galmaarden ,23023,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.05,0.11,0.83
 Gavere ,44020,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.09,0.88
 Gavere ,44020,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.04,0.07,0.89
 Geel ,13008,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.06,0.1,0.84
 Geel ,13008,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.06,0.9
 Geetbets ,24028,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.04,0.14,0.81
 Geetbets ,24028,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.09,0.13,0.78
 Genk ,71016,ja,Tevredenheid over gezondheidsvoorzieningen,2011,0.02,0.04,0.94
 Genk ,71016,ja,Tevredenheid over gezondheidsvoorzieningen,2014,0.03,0.07,0.91
 Genk ,71016,ja,Tevredenheid over gezondheidsvoorzieningen,2017,0.01,0.05,0.94
 Genk ,71016,ja,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.05,0.92
 Gent ,44021,ja,Tevredenheid over gezondheidsvoorzieningen,2011,0.01,0.04,0.95
 Gent ,44021,ja,Tevredenheid over gezondheidsvoorzieningen,2014,0.01,0.06,0.93
 Gent ,44021,ja,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.06,0.91
 Gent ,44021,ja,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.05,0.93
 Geraardsbergen ,41018,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.1,0.85
 Geraardsbergen ,41018,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.08,0.1,0.82
 Gingelom ,71017,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.15,0.15,0.7
 Gingelom ,71017,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.11,0.12,0.77
 Gistel ,35005,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.09,0.17,0.75
 Gistel ,35005,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.07,0.09,0.84
 Glabbeek ,24137,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.04,0.09,0.87
 Glabbeek ,24137,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.12,0.86
 Gooik ,23024,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.16,0.79
 Gooik ,23024,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.07,0.12,0.81
 Grimbergen ,23025,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.06,0.11,0.83
 Grimbergen ,23025,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.07,0.14,0.78
 Grobbendonk ,13010,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.09,0.89
 Grobbendonk ,13010,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.08,0.88
 Haacht ,24033,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.04,0.11,0.86
 Haacht ,24033,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.06,0.92
 Haaltert ,41024,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.09,0.15,0.77
 Haaltert ,41024,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.08,0.11,0.81
 Halen ,71020,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.07,0.14,0.8
 Halen ,71020,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.06,0.12,0.81
 Halle ,23027,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.12,0.83
 Halle ,23027,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.04,0.08,0.88
 Ham ,71069,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.08,0.86
 Ham ,71069,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.1,0.88
 Hamme ,42008,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.16,0.14,0.7
 Hamme ,42008,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.07,0.13,0.8
 Hamont-Achel ,72037,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.1,0.87
 Hamont-Achel ,72037,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.09,0.87
 Harelbeke ,34013,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.01,0.09,0.9
 Harelbeke ,34013,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.07,0.89
 Hasselt ,71022,ja,Tevredenheid over gezondheidsvoorzieningen,2011,0.01,0.04,0.95
 Hasselt ,71022,ja,Tevredenheid over gezondheidsvoorzieningen,2014,0.03,0.06,0.91
 Hasselt ,71022,ja,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.05,0.93
 Hasselt ,71022,ja,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.05,0.92
 Hechtel-Eksel,72038,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.08,0.89
 Hechtel-Eksel,72038,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.05,0.93
 Heers ,73022,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.07,0.12,0.81
 Heers ,73022,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.05,0.1,0.85
 Heist-Op-Den-Berg ,12014,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.08,0.88
 Heist-Op-Den-Berg ,12014,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.08,0.9
 Hemiksem ,11018,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.04,0.13,0.83
 Hemiksem ,11018,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.06,0.14,0.79
 Herent ,24038,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.04,0.12,0.84
 Herent ,24038,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.09,0.88
 Herentals ,13011,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.09,0.89
 Herentals ,13011,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.06,0.91
 Herenthout ,13012,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.01,0.11,0.88
 Herenthout ,13012,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.08,0.9
 Herk-De-Stad ,71024,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.08,0.89
 Herk-De-Stad ,71024,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.04,0.94
 Herne ,23032,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.13,0.83
 Herne ,23032,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.08,0.14,0.78
 Herselt ,13013,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.12,0.85
 Herselt ,13013,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.04,0.09,0.86
 Herzele ,41027,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.09,0.87
 Herzele ,41027,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.04,0.07,0.88
 Heusden-Zolder ,71070,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.08,0.89
 Heusden-Zolder ,71070,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.07,0.9
 Heuvelland ,33039,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.1,0.11,0.78
 Heuvelland ,33039,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.13,0.16,0.71
 Hoegaarden ,24041,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.1,0.14,0.76
 Hoegaarden ,24041,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.07,0.12,0.81
 Hoeilaart ,23033,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.06,0.13,0.81
 Hoeilaart ,23033,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.05,0.11,0.85
 Hoeselt ,73032,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.1,0.87
 Hoeselt ,73032,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.04,0.07,0.88
 Holsbeek ,24043,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.07,0.15,0.78
 Holsbeek ,24043,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.05,0.18,0.77
 Hooglede ,36006,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.08,0.89
 Hooglede ,36006,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.04,0.07,0.89
 Hoogstraten ,13014,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.06,0.1,0.84
 Hoogstraten ,13014,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.07,0.09,0.84
 Horebeke ,45062,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.04,0.12,0.84
 Horebeke ,45062,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.04,0.11,0.85
 Houthalen-Helchteren ,72039,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.12,0.83
 Houthalen-Helchteren ,72039,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.09,0.88
 Houthulst ,32006,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.07,0.14,0.79
 Houthulst ,32006,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.05,0.1,0.85
 Hove ,11021,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.12,0.86
 Hove ,11021,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.05,0.93
 Huldenberg ,24045,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.07,0.13,0.8
 Huldenberg ,24045,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.11,0.14,0.75
 Hulshout ,13016,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.13,0.21,0.66
 Hulshout ,13016,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.05,0.18,0.77
 Ichtegem ,35006,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.04,0.12,0.84
 Ichtegem ,35006,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.1,0.87
 Ieper ,33011,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.05,0.92
 Ieper ,33011,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.05,0.93
 Ingelmunster ,36007,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.07,0.91
 Ingelmunster ,36007,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.05,0.94
 Izegem ,36008,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.0,0.04,0.96
 Izegem ,36008,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.04,0.94
 Jabbeke ,31012,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.02,0.09,0.89
 Jabbeke ,31012,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.03,0.12,0.86
 Kalmthout ,11022,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.09,0.86
 Kalmthout ,11022,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.04,0.06,0.9
 Kampenhout ,23038,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.08,0.89
 Kampenhout ,23038,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.04,0.13,0.82
 Kapellen ,11023,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.05,0.1,0.85
 Kapellen ,11023,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.02,0.09,0.89
 Kapelle-Op-Den-Bos ,23039,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.07,0.12,0.81
 Kapelle-Op-Den-Bos ,23039,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.06,0.09,0.84
 Kaprijke ,43007,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.15,0.13,0.72
 Kaprijke ,43007,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.08,0.09,0.83
 Kasterlee ,13017,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.04,0.12,0.84
 Kasterlee ,13017,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.04,0.1,0.86
 Keerbergen ,24048,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.03,0.09,0.89
 Keerbergen ,24048,nee,Tevredenheid over gezondheidsvoorzieningen,2020,0.01,0.08,0.91
 Kinrooi ,72018,nee,Tevredenheid over gezondheidsvoorzieningen,2017,0.06,0.09,0.85
