Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Ja (%),Nee (%)
 Erpe-Mere ,41082,nee,Geluksgevoel,2020,0.82,0.18
 Essen ,11016,nee,Geluksgevoel,2020,0.92,0.08
 Evergem ,44019,nee,Geluksgevoel,2020,0.83,0.17
 Galmaarden ,23023,nee,Geluksgevoel,2020,0.84,0.16
 Gavere ,44020,nee,Geluksgevoel,2020,0.84,0.16
 Geel ,13008,nee,Geluksgevoel,2020,0.85,0.15
 Geetbets ,24028,nee,Geluksgevoel,2020,0.82,0.18
 Genk ,71016,ja,Geluksgevoel,2020,0.82,0.18
 Gent ,44021,ja,Geluksgevoel,2020,0.81,0.19
 Geraardsbergen ,41018,nee,Geluksgevoel,2020,0.85,0.15
 Gingelom ,71017,nee,Geluksgevoel,2020,0.85,0.15
 Gistel ,35005,nee,Geluksgevoel,2020,0.81,0.19
 Glabbeek ,24137,nee,Geluksgevoel,2020,0.85,0.15
 Gooik ,23024,nee,Geluksgevoel,2020,0.9,0.1
 Grimbergen ,23025,nee,Geluksgevoel,2020,0.86,0.14
 Grobbendonk ,13010,nee,Geluksgevoel,2020,0.81,0.19
 Haacht ,24033,nee,Geluksgevoel,2020,0.87,0.13
 Haaltert ,41024,nee,Geluksgevoel,2020,0.83,0.17
 Halen ,71020,nee,Geluksgevoel,2020,0.86,0.14
 Halle ,23027,nee,Geluksgevoel,2020,0.77,0.23
 Ham ,71069,nee,Geluksgevoel,2020,0.81,0.19
 Hamme ,42008,nee,Geluksgevoel,2020,0.83,0.17
 Hamont-Achel ,72037,nee,Geluksgevoel,2020,0.89,0.11
 Harelbeke ,34013,nee,Geluksgevoel,2020,0.82,0.18
 Hasselt ,71022,ja,Geluksgevoel,2020,0.83,0.17
 Hechtel-Eksel,72038,nee,Geluksgevoel,2020,0.87,0.13
 Heers ,73022,nee,Geluksgevoel,2020,0.82,0.18
 Heist-Op-Den-Berg ,12014,nee,Geluksgevoel,2020,0.84,0.16
 Hemiksem ,11018,nee,Geluksgevoel,2020,0.88,0.12
 Herent ,24038,nee,Geluksgevoel,2020,0.85,0.15
 Herentals ,13011,nee,Geluksgevoel,2020,0.83,0.17
 Herenthout ,13012,nee,Geluksgevoel,2020,0.87,0.13
 Herk-De-Stad ,71024,nee,Geluksgevoel,2020,0.86,0.14
 Herne ,23032,nee,Geluksgevoel,2020,0.85,0.15
 Herselt ,13013,nee,Geluksgevoel,2020,0.85,0.15
 Herzele ,41027,nee,Geluksgevoel,2020,0.84,0.16
 Heusden-Zolder ,71070,nee,Geluksgevoel,2020,0.84,0.16
 Heuvelland ,33039,nee,Geluksgevoel,2020,0.86,0.14
 Hoegaarden ,24041,nee,Geluksgevoel,2020,0.84,0.16
 Hoeilaart ,23033,nee,Geluksgevoel,2020,0.85,0.15
 Hoeselt ,73032,nee,Geluksgevoel,2020,0.86,0.14
 Holsbeek ,24043,nee,Geluksgevoel,2020,0.91,0.09
 Hooglede ,36006,nee,Geluksgevoel,2020,0.89,0.11
 Hoogstraten ,13014,nee,Geluksgevoel,2020,0.87,0.13
 Horebeke ,45062,nee,Geluksgevoel,2020,0.88,0.12
 Houthalen-Helchteren ,72039,nee,Geluksgevoel,2020,0.84,0.16
 Houthulst ,32006,nee,Geluksgevoel,2020,0.84,0.16
 Hove ,11021,nee,Geluksgevoel,2020,0.86,0.14
 Huldenberg ,24045,nee,Geluksgevoel,2020,0.84,0.16
 Hulshout ,13016,nee,Geluksgevoel,2020,0.78,0.22
 Ichtegem ,35006,nee,Geluksgevoel,2020,0.87,0.13
 Ieper ,33011,nee,Geluksgevoel,2020,0.84,0.16
 Ingelmunster ,36007,nee,Geluksgevoel,2020,0.86,0.14
 Izegem ,36008,nee,Geluksgevoel,2020,0.85,0.15
 Jabbeke ,31012,nee,Geluksgevoel,2020,0.91,0.09
 Kalmthout ,11022,nee,Geluksgevoel,2020,0.88,0.12
 Kampenhout ,23038,nee,Geluksgevoel,2020,0.86,0.14
 Kapellen ,11023,nee,Geluksgevoel,2020,0.85,0.15
 Kapelle-Op-Den-Bos ,23039,nee,Geluksgevoel,2020,0.85,0.15
 Kaprijke ,43007,nee,Geluksgevoel,2020,0.88,0.12
 Kasterlee ,13017,nee,Geluksgevoel,2020,0.85,0.15
 Keerbergen ,24048,nee,Geluksgevoel,2020,0.86,0.14
 Kinrooi ,72018,nee,Geluksgevoel,2020,0.87,0.13
 Kluisbergen ,45060,nee,Geluksgevoel,2020,0.86,0.14
 Knokke-Heist ,31043,nee,Geluksgevoel,2020,0.89,0.11
 Koekelare ,32010,nee,Geluksgevoel,2020,0.88,0.12
 Koksijde ,38014,nee,Geluksgevoel,2020,0.89,0.11
 Kontich ,11024,nee,Geluksgevoel,2020,0.84,0.16
 Kortemark ,32011,nee,Geluksgevoel,2020,0.83,0.17
 Kortenaken ,24054,nee,Geluksgevoel,2020,0.86,0.14
 Kortenberg ,24055,nee,Geluksgevoel,2020,0.82,0.18
 Kortessem ,73040,nee,Geluksgevoel,2020,0.82,0.18
 Kortrijk ,34022,ja,Geluksgevoel,2020,0.85,0.15
 Kraainem ,23099,nee,Geluksgevoel,2020,0.87,0.13
 Kruibeke ,46013,nee,Geluksgevoel,2020,0.84,0.16
 Kruisem ,45068,nee,Geluksgevoel,2020,0.89,0.11
 Kuurne ,34023,nee,Geluksgevoel,2020,0.86,0.14
 Laakdal ,13053,nee,Geluksgevoel,2020,0.85,0.15
 Laarne ,42010,nee,Geluksgevoel,2020,0.87,0.13
 Lanaken ,73042,nee,Geluksgevoel,2020,0.83,0.17
 Landen ,24059,nee,Geluksgevoel,2020,0.8,0.2
 Langemark-Poelkapelle ,33040,nee,Geluksgevoel,2020,0.83,0.17
 Lebbeke ,42011,nee,Geluksgevoel,2020,0.84,0.16
 Lede ,41034,nee,Geluksgevoel,2020,0.85,0.15
 Ledegem ,36010,nee,Geluksgevoel,2020,0.85,0.15
 Lendelede ,34025,nee,Geluksgevoel,2020,0.92,0.08
 Lennik ,23104,nee,Geluksgevoel,2020,0.85,0.15
 Leopoldsburg ,71034,nee,Geluksgevoel,2020,0.85,0.15
 Leuven ,24062,ja,Geluksgevoel,2020,0.84,0.16
 Lichtervelde ,36011,nee,Geluksgevoel,2020,0.86,0.14
 Liedekerke ,23044,nee,Geluksgevoel,2020,0.86,0.14
 Lier ,12021,nee,Geluksgevoel,2020,0.82,0.18
 Lierde ,45063,nee,Geluksgevoel,2020,0.88,0.12
 Lievegem ,44085,nee,Geluksgevoel,2020,0.87,0.13
 Lille ,13019,nee,Geluksgevoel,2020,0.86,0.14
 Linkebeek ,23100,nee,Geluksgevoel,2020,0.81,0.19
 Lint ,11025,nee,Geluksgevoel,2020,0.88,0.12
 Linter ,24133,nee,Geluksgevoel,2020,0.87,0.13
 Lochristi ,44034,nee,Geluksgevoel,2020,0.9,0.1
 Lokeren ,46014,nee,Geluksgevoel,2020,0.84,0.16
 Lommel ,72020,nee,Geluksgevoel,2020,0.86,0.14
 Londerzeel ,23045,nee,Geluksgevoel,2020,0.85,0.15
 Lo-Reninge ,32030,nee,Geluksgevoel,2020,0.87,0.13
 Lubbeek ,24066,nee,Geluksgevoel,2020,0.86,0.14
 Lummen ,71037,nee,Geluksgevoel,2020,0.82,0.18
 Maarkedal ,45064,nee,Geluksgevoel,2020,0.9,0.1
 Maaseik ,72021,nee,Geluksgevoel,2020,0.88,0.12
 Maasmechelen ,73107,nee,Geluksgevoel,2020,0.8,0.2
 Machelen ,23047,nee,Geluksgevoel,2020,0.75,0.25
 Maldegem ,43010,nee,Geluksgevoel,2020,0.85,0.15
 Malle ,11057,nee,Geluksgevoel,2020,0.86,0.14
 Mechelen ,12025,ja,Geluksgevoel,2020,0.84,0.16
 Meerhout ,13021,nee,Geluksgevoel,2020,0.85,0.15
 Meise ,23050,nee,Geluksgevoel,2020,0.87,0.13
 Melle ,44040,nee,Geluksgevoel,2020,0.87,0.13
 Menen ,34027,nee,Geluksgevoel,2020,0.84,0.16
 Merchtem ,23052,nee,Geluksgevoel,2020,0.88,0.12
 Merelbeke ,44043,nee,Geluksgevoel,2020,0.9,0.1
 Merksplas ,13023,nee,Geluksgevoel,2020,0.87,0.13
 Mesen ,33016,nee,Geluksgevoel,2020,0.83,0.17
 Meulebeke ,37007,nee,Geluksgevoel,2020,0.82,0.18
 Middelkerke ,35011,nee,Geluksgevoel,2020,0.82,0.18
 Moerbeke ,44045,nee,Geluksgevoel,2020,0.82,0.18
 Mol ,13025,nee,Geluksgevoel,2020,0.84,0.16
 Moorslede ,36012,nee,Geluksgevoel,2020,0.88,0.12
 Mortsel ,11029,nee,Geluksgevoel,2020,0.82,0.18
 Nazareth ,44048,nee,Geluksgevoel,2020,0.87,0.13
 Niel ,11030,nee,Geluksgevoel,2020,0.84,0.16
 Nieuwerkerken ,71045,nee,Geluksgevoel,2020,0.87,0.13
 Nieuwpoort ,38016,nee,Geluksgevoel,2020,0.85,0.15
 Nijlen ,12026,nee,Geluksgevoel,2020,0.83,0.17
 Ninove ,41048,nee,Geluksgevoel,2020,0.85,0.15
 Olen ,13029,nee,Geluksgevoel,2020,0.88,0.12
 Oostende ,35013,ja,Geluksgevoel,2020,0.81,0.19
 Oosterzele ,44052,nee,Geluksgevoel,2020,0.88,0.12
 Oostkamp ,31022,nee,Geluksgevoel,2020,0.89,0.11
 Oostrozebeke ,37010,nee,Geluksgevoel,2020,0.84,0.16
 Opwijk ,23060,nee,Geluksgevoel,2020,0.85,0.15
 Oudenaarde ,45035,nee,Geluksgevoel,2020,0.86,0.14
 Oudenburg ,35014,nee,Geluksgevoel,2020,0.86,0.14
 Oud-Heverlee ,24086,nee,Geluksgevoel,2020,0.87,0.13
 Oudsbergen ,72042,nee,Geluksgevoel,2020,0.87,0.13
 Oud-Turnhout ,13031,nee,Geluksgevoel,2020,0.86,0.14
 Overijse ,23062,nee,Geluksgevoel,2020,0.92,0.08
 Peer ,72030,nee,Geluksgevoel,2020,0.85,0.15
 Pelt ,72043,nee,Geluksgevoel,2020,0.89,0.11
 Pepingen ,23064,nee,Geluksgevoel,2020,0.86,0.14
 Pittem ,37011,nee,Geluksgevoel,2020,0.86,0.14
 Poperinge ,33021,nee,Geluksgevoel,2020,0.86,0.14
 Putte ,12029,nee,Geluksgevoel,2020,0.85,0.15
 Puurs-Sint-Amands ,12041,nee,Geluksgevoel,2020,0.9,0.1
 Ranst ,11035,nee,Geluksgevoel,2020,0.86,0.14
 Ravels ,13035,nee,Geluksgevoel,2020,0.86,0.14
 Retie ,13036,nee,Geluksgevoel,2020,0.87,0.13
 Riemst ,73066,nee,Geluksgevoel,2020,0.85,0.15
 Rijkevorsel ,13037,nee,Geluksgevoel,2020,0.87,0.13
 Roeselare ,36015,ja,Geluksgevoel,2020,0.84,0.16
 Ronse ,45041,nee,Geluksgevoel,2020,0.8,0.2
 Roosdaal ,23097,nee,Geluksgevoel,2020,0.88,0.12
 Rotselaar ,24094,nee,Geluksgevoel,2020,0.83,0.17
 Ruiselede ,37012,nee,Geluksgevoel,2020,0.88,0.12
 Rumst ,11037,nee,Geluksgevoel,2020,0.87,0.13
 Schelle ,11038,nee,Geluksgevoel,2020,0.84,0.16
 Scherpenheuvel-Zichem ,24134,nee,Geluksgevoel,2020,0.82,0.18
 Schilde ,11039,nee,Geluksgevoel,2020,0.88,0.12
 Schoten ,11040,nee,Geluksgevoel,2020,0.84,0.16
 Sint-Genesius-Rode ,23101,nee,Geluksgevoel,2020,0.85,0.15
 Sint-Gillis-Waas ,46020,nee,Geluksgevoel,2020,0.84,0.16
 Sint-Katelijne-Waver ,12035,nee,Geluksgevoel,2020,0.84,0.16
 Sint-Laureins ,43014,nee,Geluksgevoel,2020,0.86,0.14
 Sint-Lievens-Houtem ,41063,nee,Geluksgevoel,2020,0.88,0.12
 Sint-Martens-Latem ,44064,nee,Geluksgevoel,2020,0.93,0.07
 Sint-Niklaas ,46021,ja,Geluksgevoel,2020,0.82,0.18
 Sint-Pieters-Leeuw ,23077,nee,Geluksgevoel,2020,0.8,0.2
 Sint-Truiden ,71053,nee,Geluksgevoel,2020,0.82,0.18
 Spiere-Helkijn ,34043,nee,Geluksgevoel,2020,0.89,0.11
 Stabroek ,11044,nee,Geluksgevoel,2020,0.82,0.18
 Staden ,36019,nee,Geluksgevoel,2020,0.84,0.16
 Steenokkerzeel ,23081,nee,Geluksgevoel,2020,0.86,0.14
 Stekene ,46024,nee,Geluksgevoel,2020,0.84,0.16
 Temse ,46025,nee,Geluksgevoel,2020,0.86,0.14
 Ternat ,23086,nee,Geluksgevoel,2020,0.83,0.17
 Tervuren ,24104,nee,Geluksgevoel,2020,0.87,0.13
 Tessenderlo ,71057,nee,Geluksgevoel,2020,0.85,0.15
 Tielt ,37015,nee,Geluksgevoel,2020,0.85,0.15
 Tielt-Winge ,24135,nee,Geluksgevoel,2020,0.83,0.17
 Tienen ,24107,nee,Geluksgevoel,2020,0.81,0.19
 Tongeren ,73083,nee,Geluksgevoel,2020,0.85,0.15
 Torhout ,31033,nee,Geluksgevoel,2020,0.82,0.18
 Tremelo ,24109,nee,Geluksgevoel,2020,0.86,0.14
 Turnhout ,13040,ja,Geluksgevoel,2020,0.8,0.2
 Veurne ,38025,nee,Geluksgevoel,2020,0.82,0.18
 Vilvoorde ,23088,nee,Geluksgevoel,2020,0.86,0.14
 Vleteren ,33041,nee,Geluksgevoel,2020,0.87,0.13
 Voeren ,73109,nee,Geluksgevoel,2020,0.87,0.13
 Vorselaar ,13044,nee,Geluksgevoel,2020,0.87,0.13
 Vosselaar ,13046,nee,Geluksgevoel,2020,0.84,0.16
 Waasmunster ,42023,nee,Geluksgevoel,2020,0.83,0.17
 Wachtebeke ,44073,nee,Geluksgevoel,2020,0.85,0.15
 Waregem ,34040,nee,Geluksgevoel,2020,0.84,0.16
 Wellen ,73098,nee,Geluksgevoel,2020,0.87,0.13
 Wemmel ,23102,nee,Geluksgevoel,2020,0.83,0.17
 Wervik ,33029,nee,Geluksgevoel,2020,0.86,0.14
 Westerlo ,13049,nee,Geluksgevoel,2020,0.82,0.18
 Wetteren ,42025,nee,Geluksgevoel,2020,0.84,0.16
 Wevelgem ,34041,nee,Geluksgevoel,2020,0.88,0.12
 Wezembeek-Oppem ,23103,nee,Geluksgevoel,2020,0.84,0.16
 Wichelen ,42026,nee,Geluksgevoel,2020,0.88,0.12
 Wielsbeke ,37017,nee,Geluksgevoel,2020,0.87,0.13
 Wijnegem ,11050,nee,Geluksgevoel,2020,0.88,0.12
 Willebroek ,12040,nee,Geluksgevoel,2020,0.79,0.21
 Wingene ,37018,nee,Geluksgevoel,2020,0.86,0.14
 Wommelgem ,11052,nee,Geluksgevoel,2020,0.87,0.13
 Wortegem-Petegem ,45061,nee,Geluksgevoel,2020,0.87,0.13
 Wuustwezel ,11053,nee,Geluksgevoel,2020,0.87,0.13
 Zandhoven ,11054,nee,Geluksgevoel,2020,0.89,0.11
 Zaventem ,23094,nee,Geluksgevoel,2020,0.81,0.19
 Zedelgem ,31040,nee,Geluksgevoel,2020,0.85,0.15
 Zele ,42028,nee,Geluksgevoel,2020,0.81,0.19
 Zelzate ,43018,nee,Geluksgevoel,2020,0.76,0.24
 Zemst ,23096,nee,Geluksgevoel,2020,0.83,0.17
 Zoersel ,11055,nee,Geluksgevoel,2020,0.89,0.11
 Zonhoven ,71066,nee,Geluksgevoel,2020,0.89,0.11
 Zonnebeke ,33037,nee,Geluksgevoel,2020,0.87,0.13
 Zottegem ,41081,nee,Geluksgevoel,2020,0.85,0.15
 Zoutleeuw ,24130,nee,Geluksgevoel,2020,0.85,0.15
 Zuienkerke ,31042,nee,Geluksgevoel,2020,0.9,0.1
 Zulte ,44081,nee,Geluksgevoel,2020,0.85,0.15
 Zutendaal ,71067,nee,Geluksgevoel,2020,0.86,0.14
 Zwalm ,45065,nee,Geluksgevoel,2020,0.85,0.15
 Zwevegem ,34042,nee,Geluksgevoel,2020,0.88,0.12
 Zwijndrecht ,11056,nee,Geluksgevoel,2020,0.85,0.15
13 centrumsteden,/,/,Geluksgevoel,2020,0.81,0.19
Gemeenten groter dan 50.000 inw.,/,/,Geluksgevoel,2020,0.81,0.19
Gemeenten kleiner dan 10.000 inw.,/,/,Geluksgevoel,2020,0.86,0.14
Gemeenten van 10.000 tot 20.000 inw.,/,/,Geluksgevoel,2020,0.85,0.15
Gemeenten van 20.000 tot 30.000 inw.,/,/,Geluksgevoel,2020,0.85,0.15
Gemeenten van 30.000 tot 50.000 inw.,/,/,Geluksgevoel,2020,0.84,0.16
Vlaams Gewest,/,/,Geluksgevoel,2020,0.84,0.16
