Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Oneens (%),Neutraal (%),Eens (%)
 De Panne ,38008,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.07,0.12,0.81
 De Pinte ,44012,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.23,0.15,0.62
 Deerlijk ,34009,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.05,0.12,0.83
 Deinze ,44083,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.09,0.16,0.75
 Denderleeuw ,41011,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.18,0.28,0.54
 Dendermonde ,42006,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.13,0.18,0.69
 Dentergem ,37002,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.1,0.15,0.75
 Dessel ,13006,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.03,0.09,0.89
 Destelbergen ,44013,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.2,0.73
 Diepenbeek ,71011,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.04,0.07,0.89
 Diest ,24020,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.15,0.24,0.61
 Diksmuide ,32003,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.12,0.15,0.74
 Dilbeek ,23016,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.24,0.69
 Dilsen-Stokkem ,72041,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.1,0.15,0.75
 Drogenbos ,23098,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.13,0.34,0.53
 Duffel ,12009,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.04,0.11,0.84
 Edegem ,11013,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.13,0.82
 Eeklo ,43005,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.05,0.15,0.79
 Erpe-Mere ,41082,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.07,0.11,0.82
 Essen ,11016,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.13,0.19,0.68
 Evergem ,44019,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.05,0.14,0.81
 Galmaarden ,23023,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.26,0.29,0.45
 Gavere ,44020,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.04,0.14,0.82
 Geel ,13008,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.04,0.15,0.81
 Geetbets ,24028,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.12,0.18,0.7
 Genk ,71016,ja,Voldoende zorgvoorzieningen voor ouderen,2008,0.17,0.16,0.67
 Genk ,71016,ja,Voldoende zorgvoorzieningen voor ouderen,2011,0.16,0.15,0.69
 Genk ,71016,ja,Voldoende zorgvoorzieningen voor ouderen,2014,0.11,0.15,0.74
 Genk ,71016,ja,Voldoende zorgvoorzieningen voor ouderen,2017,0.14,0.13,0.73
 Genk ,71016,ja,Voldoende zorgvoorzieningen voor ouderen,2020,0.18,0.18,0.65
 Gent ,44021,ja,Voldoende zorgvoorzieningen voor ouderen,2008,0.18,0.18,0.64
 Gent ,44021,ja,Voldoende zorgvoorzieningen voor ouderen,2011,0.18,0.19,0.63
 Gent ,44021,ja,Voldoende zorgvoorzieningen voor ouderen,2014,0.14,0.21,0.65
 Gent ,44021,ja,Voldoende zorgvoorzieningen voor ouderen,2017,0.16,0.17,0.66
 Gent ,44021,ja,Voldoende zorgvoorzieningen voor ouderen,2020,0.15,0.21,0.64
 Geraardsbergen ,41018,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.18,0.19,0.63
 Gingelom ,71017,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.16,0.19,0.66
 Gistel ,35005,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.09,0.17,0.74
 Glabbeek ,24137,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.12,0.82
 Gooik ,23024,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.04,0.18,0.78
 Grimbergen ,23025,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.13,0.2,0.68
 Grobbendonk ,13010,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.12,0.22,0.67
 Haacht ,24033,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.09,0.18,0.72
 Haaltert ,41024,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.08,0.13,0.79
 Halen ,71020,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.15,0.23,0.62
 Halle ,23027,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.12,0.23,0.65
 Ham ,71069,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.04,0.1,0.86
 Hamme ,42008,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.07,0.16,0.77
 Hamont-Achel ,72037,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.08,0.13,0.8
 Harelbeke ,34013,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.07,0.16,0.77
 Hasselt ,71022,ja,Voldoende zorgvoorzieningen voor ouderen,2008,0.23,0.17,0.59
 Hasselt ,71022,ja,Voldoende zorgvoorzieningen voor ouderen,2011,0.2,0.16,0.64
 Hasselt ,71022,ja,Voldoende zorgvoorzieningen voor ouderen,2014,0.19,0.21,0.6
 Hasselt ,71022,ja,Voldoende zorgvoorzieningen voor ouderen,2017,0.16,0.13,0.71
 Hasselt ,71022,ja,Voldoende zorgvoorzieningen voor ouderen,2020,0.18,0.2,0.63
 Hechtel-Eksel,72038,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.16,0.78
 Heers ,73022,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.11,0.23,0.66
 Heist-Op-Den-Berg ,12014,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.13,0.14,0.73
 Hemiksem ,11018,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.14,0.18,0.68
 Herent ,24038,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.1,0.24,0.67
 Herentals ,13011,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.09,0.17,0.75
 Herenthout ,13012,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.03,0.07,0.9
 Herk-De-Stad ,71024,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.08,0.14,0.78
 Herne ,23032,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.08,0.16,0.77
 Herselt ,13013,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.05,0.14,0.8
 Herzele ,41027,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.08,0.86
 Heusden-Zolder ,71070,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.15,0.79
 Heuvelland ,33039,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.13,0.19,0.68
 Hoegaarden ,24041,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.11,0.17,0.72
 Hoeilaart ,23033,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.07,0.2,0.72
 Hoeselt ,73032,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.08,0.15,0.77
 Holsbeek ,24043,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.11,0.18,0.72
 Hooglede ,36006,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.07,0.15,0.79
 Hoogstraten ,13014,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.11,0.12,0.77
 Horebeke ,45062,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.04,0.13,0.84
 Houthalen-Helchteren ,72039,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.12,0.22,0.66
 Houthulst ,32006,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.04,0.13,0.83
 Hove ,11021,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.04,0.13,0.83
 Huldenberg ,24045,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.16,0.21,0.64
 Hulshout ,13016,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.13,0.23,0.64
 Ichtegem ,35006,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.1,0.14,0.76
 Ieper ,33011,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.11,0.12,0.77
 Ingelmunster ,36007,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.04,0.09,0.87
 Izegem ,36008,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.05,0.1,0.85
 Jabbeke ,31012,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.17,0.14,0.7
 Kalmthout ,11022,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.07,0.1,0.82
 Kampenhout ,23038,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.07,0.22,0.71
 Kapellen ,11023,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.03,0.15,0.82
 Kapelle-Op-Den-Bos ,23039,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.07,0.12,0.81
 Kaprijke ,43007,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.08,0.13,0.79
 Kasterlee ,13017,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.05,0.1,0.85
 Keerbergen ,24048,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.05,0.2,0.75
 Kinrooi ,72018,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.07,0.12,0.81
 Kluisbergen ,45060,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.1,0.15,0.76
 Knokke-Heist ,31043,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.04,0.11,0.85
 Koekelare ,32010,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.01,0.09,0.9
 Koksijde ,38014,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.03,0.08,0.88
 Kontich ,11024,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.08,0.17,0.75
 Kortemark ,32011,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.04,0.1,0.86
 Kortenaken ,24054,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.21,0.19,0.6
 Kortenberg ,24055,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.07,0.18,0.74
 Kortessem ,73040,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.25,0.25,0.5
 Kortrijk ,34022,ja,Voldoende zorgvoorzieningen voor ouderen,2008,0.15,0.12,0.73
 Kortrijk ,34022,ja,Voldoende zorgvoorzieningen voor ouderen,2011,0.12,0.14,0.74
 Kortrijk ,34022,ja,Voldoende zorgvoorzieningen voor ouderen,2014,0.14,0.17,0.7
 Kortrijk ,34022,ja,Voldoende zorgvoorzieningen voor ouderen,2017,0.15,0.14,0.71
 Kortrijk ,34022,ja,Voldoende zorgvoorzieningen voor ouderen,2020,0.12,0.16,0.73
 Kraainem ,23099,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.1,0.51,0.39
 Kruibeke ,46013,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.12,0.15,0.73
 Kruisem ,45068,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.12,0.12,0.76
 Kuurne ,34023,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.02,0.08,0.9
 Laakdal ,13053,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.09,0.19,0.72
 Laarne ,42010,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.08,0.09,0.83
 Lanaken ,73042,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.07,0.12,0.81
 Landen ,24059,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.12,0.17,0.71
 Langemark-Poelkapelle ,33040,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.1,0.17,0.74
 Lebbeke ,42011,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.1,0.19,0.72
 Lede ,41034,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.12,0.16,0.72
 Ledegem ,36010,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.11,0.83
 Lendelede ,34025,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.08,0.86
 Lennik ,23104,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.11,0.16,0.73
 Leopoldsburg ,71034,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.05,0.09,0.86
 Leuven ,24062,ja,Voldoende zorgvoorzieningen voor ouderen,2008,0.19,0.2,0.61
 Leuven ,24062,ja,Voldoende zorgvoorzieningen voor ouderen,2011,0.17,0.16,0.66
 Leuven ,24062,ja,Voldoende zorgvoorzieningen voor ouderen,2014,0.18,0.2,0.63
 Leuven ,24062,ja,Voldoende zorgvoorzieningen voor ouderen,2017,0.17,0.19,0.64
 Leuven ,24062,ja,Voldoende zorgvoorzieningen voor ouderen,2020,0.16,0.21,0.63
 Lichtervelde ,36011,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.02,0.08,0.9
 Liedekerke ,23044,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.2,0.74
 Lier ,12021,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.07,0.18,0.75
 Lierde ,45063,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.05,0.13,0.82
 Lievegem ,44085,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.07,0.12,0.81
 Lille ,13019,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.11,0.22,0.67
 Linkebeek ,23100,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.21,0.33,0.46
 Lint ,11025,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.03,0.15,0.82
 Linter ,24133,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.26,0.25,0.48
 Lochristi ,44034,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.07,0.12,0.82
 Lokeren ,46014,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.09,0.19,0.72
 Lommel ,72020,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.04,0.1,0.86
 Londerzeel ,23045,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.11,0.15,0.74
 Lo-Reninge ,32030,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.08,0.13,0.79
 Lubbeek ,24066,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.11,0.19,0.7
 Lummen ,71037,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.04,0.05,0.9
 Maarkedal ,45064,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.03,0.11,0.86
 Maaseik ,72021,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.12,0.19,0.69
 Maasmechelen ,73107,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.11,0.19,0.7
 Machelen ,23047,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.14,0.19,0.68
 Maldegem ,43010,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.08,0.16,0.76
 Malle ,11057,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.03,0.09,0.87
 Mechelen ,12025,ja,Voldoende zorgvoorzieningen voor ouderen,2008,0.3,0.17,0.53
 Mechelen ,12025,ja,Voldoende zorgvoorzieningen voor ouderen,2011,0.28,0.2,0.52
 Mechelen ,12025,ja,Voldoende zorgvoorzieningen voor ouderen,2014,0.26,0.25,0.49
 Mechelen ,12025,ja,Voldoende zorgvoorzieningen voor ouderen,2017,0.27,0.19,0.54
 Mechelen ,12025,ja,Voldoende zorgvoorzieningen voor ouderen,2020,0.33,0.23,0.44
 Meerhout ,13021,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.15,0.79
 Meise ,23050,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.1,0.16,0.74
 Melle ,44040,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.2,0.74
 Menen ,34027,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.15,0.79
 Merchtem ,23052,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.14,0.8
 Merelbeke ,44043,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.12,0.82
 Merksplas ,13023,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.05,0.11,0.84
 Mesen ,33016,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.19,0.32,0.49
 Meulebeke ,37007,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.04,0.05,0.91
 Middelkerke ,35011,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.11,0.13,0.76
 Moerbeke ,44045,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.11,0.17,0.72
 Mol ,13025,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.04,0.1,0.86
 Moorslede ,36012,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.03,0.1,0.87
 Mortsel ,11029,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.12,0.82
 Nazareth ,44048,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.05,0.12,0.84
 Niel ,11030,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.12,0.22,0.66
 Nieuwerkerken ,71045,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.07,0.16,0.77
 Nieuwpoort ,38016,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.05,0.14,0.81
 Nijlen ,12026,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.1,0.21,0.69
 Ninove ,41048,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.13,0.26,0.6
 Olen ,13029,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.03,0.13,0.84
 Oostende ,35013,ja,Voldoende zorgvoorzieningen voor ouderen,2008,0.13,0.12,0.74
 Oostende ,35013,ja,Voldoende zorgvoorzieningen voor ouderen,2011,0.11,0.14,0.75
 Oostende ,35013,ja,Voldoende zorgvoorzieningen voor ouderen,2014,0.14,0.14,0.73
 Oostende ,35013,ja,Voldoende zorgvoorzieningen voor ouderen,2017,0.14,0.13,0.73
 Oostende ,35013,ja,Voldoende zorgvoorzieningen voor ouderen,2020,0.12,0.17,0.71
 Oosterzele ,44052,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.09,0.16,0.74
 Oostkamp ,31022,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.09,0.86
 Oostrozebeke ,37010,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.05,0.12,0.83
 Opwijk ,23060,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.04,0.12,0.83
 Oudenaarde ,45035,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.08,0.13,0.78
 Oudenburg ,35014,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.08,0.18,0.74
 Oud-Heverlee ,24086,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.27,0.28,0.45
 Oudsbergen ,72042,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.11,0.14,0.75
 Oud-Turnhout ,13031,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.04,0.1,0.86
 Overijse ,23062,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.08,0.21,0.71
 Peer ,72030,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.16,0.78
 Pelt ,72043,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.02,0.07,0.91
 Pepingen ,23064,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.11,0.17,0.72
 Pittem ,37011,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.05,0.12,0.82
 Poperinge ,33021,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.05,0.1,0.85
 Putte ,12029,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.11,0.18,0.71
 Puurs-Sint-Amands ,12041,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.07,0.14,0.79
 Ranst ,11035,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.12,0.24,0.64
 Ravels ,13035,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.11,0.2,0.7
 Retie ,13036,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.05,0.13,0.82
 Riemst ,73066,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.08,0.19,0.73
 Rijkevorsel ,13037,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.1,0.17,0.73
 Roeselare ,36015,ja,Voldoende zorgvoorzieningen voor ouderen,2008,0.2,0.16,0.64
 Roeselare ,36015,ja,Voldoende zorgvoorzieningen voor ouderen,2011,0.15,0.16,0.7
 Roeselare ,36015,ja,Voldoende zorgvoorzieningen voor ouderen,2014,0.14,0.15,0.72
 Roeselare ,36015,ja,Voldoende zorgvoorzieningen voor ouderen,2017,0.15,0.13,0.73
 Roeselare ,36015,ja,Voldoende zorgvoorzieningen voor ouderen,2020,0.17,0.18,0.65
 Ronse ,45041,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.06,0.19,0.75
 Roosdaal ,23097,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.12,0.18,0.71
 Rotselaar ,24094,nee,Voldoende zorgvoorzieningen voor ouderen,2020,0.08,0.12,0.79
