Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Ja (%),Nee (%)
 Beringen ,71004,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.08,0.92
 Berlaar ,12002,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Berlare ,42003,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Bertem ,24009,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Bever ,23009,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Beveren ,46003,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Bierbeek ,24011,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Bilzen ,73006,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Blankenberge ,31004,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Bocholt ,72003,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Boechout ,11004,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Bonheiden ,12005,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.01,0.99
 Boom ,11005,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.09,0.91
 Boortmeerbeek ,24014,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Borgloon ,73009,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Bornem ,12007,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Borsbeek ,11007,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Boutersem ,24016,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Brakel ,45059,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Brasschaat ,11008,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Brecht ,11009,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Bredene ,35002,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Bree ,72004,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Brugge ,31005,ja,Betalingsmoeilijkheden gezondheidszorg,2011,0.06,0.94
 Brugge ,31005,ja,Betalingsmoeilijkheden gezondheidszorg,2014,0.05,0.95
 Brugge ,31005,ja,Betalingsmoeilijkheden gezondheidszorg,2017,0.04,0.96
 Brugge ,31005,ja,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Buggenhout ,42004,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Damme ,31006,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 De Haan ,35029,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 De Panne ,38008,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 De Pinte ,44012,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Deerlijk ,34009,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Deinze ,44083,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Denderleeuw ,41011,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Dendermonde ,42006,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Dentergem ,37002,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Dessel ,13006,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Destelbergen ,44013,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Diepenbeek ,71011,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Diest ,24020,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Diksmuide ,32003,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Dilbeek ,23016,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Dilsen-Stokkem ,72041,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Drogenbos ,23098,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.12,0.88
 Duffel ,12009,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Edegem ,11013,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Eeklo ,43005,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.07,0.93
 Erpe-Mere ,41082,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.07,0.93
 Essen ,11016,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Evergem ,44019,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Galmaarden ,23023,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Gavere ,44020,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Geel ,13008,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.08,0.92
 Geetbets ,24028,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Genk ,71016,ja,Betalingsmoeilijkheden gezondheidszorg,2011,0.07,0.93
 Genk ,71016,ja,Betalingsmoeilijkheden gezondheidszorg,2014,0.08,0.92
 Genk ,71016,ja,Betalingsmoeilijkheden gezondheidszorg,2017,0.08,0.92
 Genk ,71016,ja,Betalingsmoeilijkheden gezondheidszorg,2020,0.07,0.93
 Gent ,44021,ja,Betalingsmoeilijkheden gezondheidszorg,2011,0.07,0.93
 Gent ,44021,ja,Betalingsmoeilijkheden gezondheidszorg,2014,0.07,0.93
 Gent ,44021,ja,Betalingsmoeilijkheden gezondheidszorg,2017,0.06,0.94
 Gent ,44021,ja,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Geraardsbergen ,41018,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Gingelom ,71017,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Gistel ,35005,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Glabbeek ,24137,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Gooik ,23024,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Grimbergen ,23025,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Grobbendonk ,13010,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Haacht ,24033,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Haaltert ,41024,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Halen ,71020,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Halle ,23027,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Ham ,71069,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Hamme ,42008,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Hamont-Achel ,72037,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Harelbeke ,34013,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Hasselt ,71022,ja,Betalingsmoeilijkheden gezondheidszorg,2011,0.04,0.96
 Hasselt ,71022,ja,Betalingsmoeilijkheden gezondheidszorg,2014,0.04,0.96
 Hasselt ,71022,ja,Betalingsmoeilijkheden gezondheidszorg,2017,0.06,0.94
 Hasselt ,71022,ja,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Hechtel-Eksel,72038,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Heers ,73022,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Heist-Op-Den-Berg ,12014,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Hemiksem ,11018,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Herent ,24038,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Herentals ,13011,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Herenthout ,13012,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Herk-De-Stad ,71024,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Herne ,23032,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Herselt ,13013,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Herzele ,41027,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.07,0.93
 Heusden-Zolder ,71070,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.08,0.92
 Heuvelland ,33039,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Hoegaarden ,24041,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Hoeilaart ,23033,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Hoeselt ,73032,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Holsbeek ,24043,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Hooglede ,36006,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Hoogstraten ,13014,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Horebeke ,45062,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.01,0.99
 Houthalen-Helchteren ,72039,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Houthulst ,32006,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Hove ,11021,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Huldenberg ,24045,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Hulshout ,13016,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Ichtegem ,35006,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Ieper ,33011,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Ingelmunster ,36007,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Izegem ,36008,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Jabbeke ,31012,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Kalmthout ,11022,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Kampenhout ,23038,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Kapellen ,11023,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Kapelle-Op-Den-Bos ,23039,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Kaprijke ,43007,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Kasterlee ,13017,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Keerbergen ,24048,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Kinrooi ,72018,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Kluisbergen ,45060,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Knokke-Heist ,31043,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Koekelare ,32010,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Koksijde ,38014,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Kontich ,11024,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Kortemark ,32011,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Kortenaken ,24054,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Kortenberg ,24055,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Kortessem ,73040,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Kortrijk ,34022,ja,Betalingsmoeilijkheden gezondheidszorg,2011,0.06,0.94
 Kortrijk ,34022,ja,Betalingsmoeilijkheden gezondheidszorg,2014,0.05,0.95
 Kortrijk ,34022,ja,Betalingsmoeilijkheden gezondheidszorg,2017,0.05,0.95
 Kortrijk ,34022,ja,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Kraainem ,23099,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Kruibeke ,46013,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Kruisem ,45068,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Kuurne ,34023,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Laakdal ,13053,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.01,0.99
 Laarne ,42010,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Lanaken ,73042,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Landen ,24059,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Langemark-Poelkapelle ,33040,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Lebbeke ,42011,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Lede ,41034,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Ledegem ,36010,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Lendelede ,34025,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Lennik ,23104,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Leopoldsburg ,71034,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.07,0.93
 Leuven ,24062,ja,Betalingsmoeilijkheden gezondheidszorg,2011,0.04,0.96
 Leuven ,24062,ja,Betalingsmoeilijkheden gezondheidszorg,2014,0.05,0.95
 Leuven ,24062,ja,Betalingsmoeilijkheden gezondheidszorg,2017,0.05,0.95
 Leuven ,24062,ja,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Lichtervelde ,36011,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Liedekerke ,23044,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Lier ,12021,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Lierde ,45063,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Lievegem ,44085,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Lille ,13019,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Linkebeek ,23100,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.08,0.92
 Lint ,11025,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Linter ,24133,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Lochristi ,44034,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Lokeren ,46014,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Lommel ,72020,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Londerzeel ,23045,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Lo-Reninge ,32030,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Lubbeek ,24066,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Lummen ,71037,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Maarkedal ,45064,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Maaseik ,72021,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Maasmechelen ,73107,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Machelen ,23047,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.07,0.93
 Maldegem ,43010,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Malle ,11057,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Mechelen ,12025,ja,Betalingsmoeilijkheden gezondheidszorg,2011,0.06,0.94
 Mechelen ,12025,ja,Betalingsmoeilijkheden gezondheidszorg,2014,0.07,0.93
 Mechelen ,12025,ja,Betalingsmoeilijkheden gezondheidszorg,2017,0.07,0.93
 Mechelen ,12025,ja,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Meerhout ,13021,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Meise ,23050,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Melle ,44040,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Menen ,34027,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.07,0.93
 Merchtem ,23052,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Merelbeke ,44043,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Merksplas ,13023,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Mesen ,33016,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Meulebeke ,37007,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Middelkerke ,35011,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.07,0.93
 Moerbeke ,44045,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Mol ,13025,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Moorslede ,36012,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Mortsel ,11029,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.07,0.93
 Nazareth ,44048,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Niel ,11030,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Nieuwerkerken ,71045,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Nieuwpoort ,38016,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.08,0.92
 Nijlen ,12026,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Ninove ,41048,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.07,0.93
 Olen ,13029,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Oostende ,35013,ja,Betalingsmoeilijkheden gezondheidszorg,2011,0.08,0.92
 Oostende ,35013,ja,Betalingsmoeilijkheden gezondheidszorg,2014,0.07,0.93
 Oostende ,35013,ja,Betalingsmoeilijkheden gezondheidszorg,2017,0.08,0.92
 Oostende ,35013,ja,Betalingsmoeilijkheden gezondheidszorg,2020,0.07,0.93
 Oosterzele ,44052,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Oostkamp ,31022,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Oostrozebeke ,37010,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Opwijk ,23060,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Oudenaarde ,45035,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Oudenburg ,35014,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Oud-Heverlee ,24086,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.01,0.99
 Oudsbergen ,72042,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Oud-Turnhout ,13031,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Overijse ,23062,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Peer ,72030,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Pelt ,72043,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Pepingen ,23064,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Pittem ,37011,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Poperinge ,33021,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Putte ,12029,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Puurs-Sint-Amands ,12041,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Ranst ,11035,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Ravels ,13035,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Retie ,13036,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Riemst ,73066,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Rijkevorsel ,13037,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Roeselare ,36015,ja,Betalingsmoeilijkheden gezondheidszorg,2011,0.06,0.94
 Roeselare ,36015,ja,Betalingsmoeilijkheden gezondheidszorg,2014,0.06,0.94
 Roeselare ,36015,ja,Betalingsmoeilijkheden gezondheidszorg,2017,0.06,0.94
 Roeselare ,36015,ja,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Ronse ,45041,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.08,0.92
 Roosdaal ,23097,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Rotselaar ,24094,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Ruiselede ,37012,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Rumst ,11037,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Schelle ,11038,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Scherpenheuvel-Zichem ,24134,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Schilde ,11039,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Schoten ,11040,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Sint-Genesius-Rode ,23101,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Sint-Gillis-Waas ,46020,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Sint-Katelijne-Waver ,12035,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Sint-Laureins ,43014,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Sint-Lievens-Houtem ,41063,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Sint-Martens-Latem ,44064,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.01,0.99
 Sint-Niklaas ,46021,ja,Betalingsmoeilijkheden gezondheidszorg,2011,0.06,0.94
 Sint-Niklaas ,46021,ja,Betalingsmoeilijkheden gezondheidszorg,2014,0.06,0.94
 Sint-Niklaas ,46021,ja,Betalingsmoeilijkheden gezondheidszorg,2017,0.08,0.92
 Sint-Niklaas ,46021,ja,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Sint-Pieters-Leeuw ,23077,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Sint-Truiden ,71053,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Spiere-Helkijn ,34043,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Stabroek ,11044,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Staden ,36019,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Steenokkerzeel ,23081,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Stekene ,46024,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Temse ,46025,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Ternat ,23086,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Tervuren ,24104,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.01,0.99
 Tessenderlo ,71057,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Tielt ,37015,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
 Tielt-Winge ,24135,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.05,0.95
 Tienen ,24107,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.06,0.94
 Tongeren ,73083,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.04,0.96
 Torhout ,31033,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.02,0.98
 Tremelo ,24109,nee,Betalingsmoeilijkheden gezondheidszorg,2020,0.03,0.97
